region,SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing,coal,mining,coal_lab,min_lab
Bundaberg North - Gooburrum,31497,2500.539903,1515.68305,4016.222953,62.26,37.74,58.27,3.99,1.029082774049217,1.2080536912751678,coal,non_mining
Waratah,61096,1190.078576,1071.915594,2261.99417,52.61,47.39,48.63,3.98,0,5.427974947807933,non_coal,mining
Midland - Guildford,51066,2216.375685,2083.004895,4299.38058,51.55,48.45,47.62,3.93,0.07129277566539924,5.584600760456274,non_coal,mining
Port Sorell,61089,2120.80387,1531.907124,3652.710994,58.06,41.94,54.14,3.92,0,2.471395881006865,non_coal,mining
Griffith (NSW),11256,6626.126275,2554.162072,9180.288347,72.18,27.82,68.27,3.91,0,0.18714909544603867,non_coal,non_mining
Mount Annan - Currans Hill,11435,9328.123781,6544.37974,15872.503521,58.77,41.23,54.86,3.91,0.17979392849733766,0.3803333102828297,non_coal,non_mining
Rowville - Central,21256,5397.545235,3035.755605,8433.30084,64,36,60.09,3.91,0,0.09126466753585398,non_coal,non_mining
Goyder,41118,1421.814401,603.9684645,2025.7828655,70.19,29.81,66.29,3.9,0,0.7822685788787485,non_coal,non_mining
Withers - Usher,51254,1413.300683,1018.898448,2432.199131,58.11,41.89,54.21,3.9,0.34403669724770647,5.447247706422019,non_coal,mining
Narrabri Region,11198,2046.877517,529.7247283,2576.6022453,79.44,20.56,75.55,3.89,2.641310089804543,2.9582673005810882,coal,mining
Walkervale - Avenell Heights,31502,3500.02473,2257.591457,5757.616187,60.79,39.21,56.9,3.89,0.6339581036383682,1.4884233737596473,coal,non_mining
Runaway Bay,31240,3558.121706,1573.28322,5131.404926,69.34,30.66,65.46,3.88,0.2272081794944618,0.8520306731042318,non_coal,non_mining
South Hurstville - Blakehurst,11374,6981.643124,3832.454056,10814.09718,64.56,35.44,60.69,3.87,0.0375904520251856,0.0375904520251856,non_coal,non_mining
Northgate - Virginia,31038,1660.999213,1842.578189,3503.577402,47.41,52.59,43.54,3.87,0.5834305717619603,1.604434072345391,coal,non_mining
Mundaring,51053,4093.766288,2923.589135,7017.355423,58.34,41.66,54.47,3.87,0,7.076545804869504,non_coal,mining
Gordon (ACT),81078,2161.308097,2605.759232,4767.0673289999995,45.34,54.66,41.47,3.87,0,0,non_coal,non_mining
Manly - Lota,31015,2331.592006,1862.216916,4193.808922,55.6,44.4,51.74,3.86,0.7252946509519492,2.1154427319431854,coal,mining
Bellbird Park - Brookwater,31296,3099.24108,3445.163813,6544.404893,47.36,52.64,43.5,3.86,0.5062126092959043,1.3345605154164748,non_coal,non_mining
Paralowie,41044,2429.844029,5314.163871,7744.0079,31.38,68.62,27.52,3.86,0,0.4651838930077046,non_coal,non_mining
Jamestown,41120,1839.731491,657.0044127,2496.7359037,73.69,26.31,69.83,3.86,0.2127659574468085,1.3297872340425532,non_coal,non_mining
Condell Park,11356,1903.574921,3294.987184,5198.562105,36.62,63.38,32.77,3.85,0,0,non_coal,non_mining
Rockingham,51188,2924.957404,3792.795672,6717.753076000001,43.54,56.46,39.69,3.85,0.12013042732109147,4.908186030547451,non_coal,mining
Chittaway Bay - Tumbi Umbi,11047,4538.813393,4667.557532,9206.370925,49.3,50.7,45.46,3.84,0.23463851004546118,0.36662267194603315,non_coal,non_mining
Waikiki,51192,2541.95165,3497.718483,6039.670133,42.09,57.91,38.25,3.84,0.15841584158415842,6.9306930693069315,non_coal,mining
Moil,71024,423.7488765,551.8760857,975.6249622,43.43,56.57,39.59,3.84,0,0.7194244604316548,non_coal,non_mining
Narrabri,11197,3188.443806,922.3742443,4110.8180503,77.56,22.44,73.74,3.82,4.9276361130255,5.9614059269469335,coal,mining
Baldivis,51185,6453.351559,7669.734828,14123.086387,45.69,54.31,41.87,3.82,0.11582748518089528,7.528786536758194,non_coal,mining
Flynn (NT),71047,963.6251064,930.3037593,1893.9288657000002,50.88,49.12,47.07,3.81,0,0.30721966205837176,non_coal,non_mining
Middle Ridge,31452,2550.665489,1026.69647,3577.361959,71.3,28.7,67.5,3.8,0.16113438607798905,0.9668063164679342,non_coal,non_mining
Waikerie,41170,2280.651736,948.6957505,3229.3474865,70.62,29.38,66.82,3.8,0,0.9387755102040816,non_coal,non_mining
Davenport,51011,9.593624271,5.427039507,15.020663778,63.87,36.13,60.08,3.79,NaN,NA,NA,NA
Mandurah,51025,2623.940312,1884.08409,4508.024402,58.21,41.79,54.42,3.79,0.16744809109176156,7.803081044876088,non_coal,mining
Rowville - North,21257,2948.598244,1450.131847,4398.730090999999,67.03,32.97,63.26,3.77,0,0.07716049382716049,non_coal,non_mining
Jacobs Well - Alberton,31254,1434.611409,641.9128086,2076.5242176,69.09,30.91,65.34,3.75,0.18668326073428748,0.9956440572495333,non_coal,non_mining
Port Kembla Industrial,11133,0.886630521,2.625081548,3.5117120689999997,25.25,74.75,21.52,3.73,NaN,NA,NA,NA
Croydon Park - Enfield,11393,3670.342007,4906.276942,8576.618949,42.79,57.21,39.06,3.73,0,0.050832380226204094,non_coal,non_mining
Pittsworth,31182,2126.110783,685.3622035,2811.4729865,75.62,24.38,71.9,3.72,1.113967437874893,2.3993144815766922,coal,mining
Larapinta,71048,1087.157261,1100.492355,2187.649616,49.7,50.3,45.99,3.71,0,0.4240882103477523,non_coal,non_mining
Bulahdelah - Stroud,11151,1579.16589,937.047657,2516.213547,62.76,37.24,59.06,3.7,1.4509576320371445,2.321532211259431,coal,mining
Murray Bridge,41165,6006.451019,3251.923967,9258.374986,64.88,35.12,61.18,3.7,0.0613685179502915,0.8745013807916538,non_coal,non_mining
East Bunbury - Glen Iris,51015,2321.119858,1437.360769,3758.480627,61.76,38.24,58.06,3.7,0.4125128910278446,5.087658989343416,non_coal,mining
Broken Hill,11097,3955.230778,6649.832597,10605.063375,37.3,62.7,33.61,3.69,0.15190642564180465,11.180312927236823,non_coal,mining
Colyton - Oxley Park,11580,2267.560816,2808.003467,5075.564283,44.68,55.32,40.99,3.69,0,0,non_coal,non_mining
Beachmere - Sandstone Point,31362,4880.545707,3797.775241,8678.320948,56.24,43.76,52.55,3.69,0.642620232172471,1.9071310116086235,coal,non_mining
Hazelmere - Guildford,51061,1154.599968,923.6519338,2078.2519018000003,55.56,44.44,51.88,3.68,0,7.511210762331838,non_coal,mining
West Launceston,61051,1203.625447,1345.821875,2549.447322,47.21,52.79,43.53,3.68,0,0.15731515469323545,non_coal,non_mining
Salisbury - Nathan,31070,1541.294467,2036.14432,3577.438787,43.08,56.92,39.41,3.67,0.21465808034345293,0.42931616068690587,non_coal,non_mining
Ashendon - Lesley,51111,1.102950168,0.749138289,1.852088457,59.55,40.45,55.88,3.67,NaN,NA,NA,NA
Toodyay,51244,1144.040907,691.1592462,1835.2001532,62.34,37.66,58.67,3.67,0.2403846153846154,8.653846153846153,non_coal,mining
Acacia Gardens,11562,905.0106343,976.6164469,1881.6270812,48.1,51.9,44.44,3.66,0,0,non_coal,non_mining
Robertson,31069,1002.121682,871.7403357,1873.8620176999998,53.48,46.52,49.82,3.66,0,0.5200208008320333,non_coal,non_mining
Geraldton - East,51286,2477.240122,1324.89626,3802.136382,65.15,34.85,61.49,3.66,0,7.090719499478623,non_coal,mining
Williamtown - Medowie - Karuah,11125,3887.85396,3950.322254,7838.176214,49.6,50.4,45.95,3.65,1.1157601115760112,2.161785216178522,coal,mining
Prospect Reservoir,11318,1.019381195,1.688964292,2.708345487,37.64,62.36,33.99,3.65,0,0,non_coal,non_mining
Bribie Island,31363,6993.139586,4760.749239,11753.888825,59.5,40.5,55.85,3.65,0.4278728606356968,1.5688671556642215,non_coal,non_mining
Lysterfield,21255,2581.647351,1279.567578,3861.2149289999998,66.86,33.14,63.22,3.64,0,0,non_coal,non_mining
Murarrie,31017,949.6957578,1048.110319,1997.8060768,47.54,52.46,43.9,3.64,0.6341463414634146,1.4146341463414636,coal,non_mining
Kogarah Bay - Carlton - Allawah,11379,3989.405481,3089.567115,7078.972596,56.36,43.64,52.73,3.63,0,0.21586616297895306,non_coal,non_mining
Sunshine,21336,1186.529094,2589.244021,3775.773115,31.42,68.58,27.79,3.63,0,0,non_coal,non_mining
Highfields,31450,5226.991684,1966.882472,7193.874156,72.66,27.34,69.03,3.63,1.1023885084349423,2.9731084015366624,coal,mining
Quorn - Lake Gilles,41140,724.0697243,416.1802847,1140.2500089999999,63.5,36.5,59.87,3.63,0.38910505836575876,5.188067444876784,non_coal,mining
Mount Nasura - Mount Richon - Bedfordale,51115,2218.120516,1760.066815,3978.187331,55.76,44.24,52.13,3.63,0,4.641106947247045,non_coal,mining
The Coorong,41169,2039.507314,711.7485755,2751.2558895,74.13,25.87,70.54,3.59,0,1.065801668211307,non_coal,non_mining
Newman,51268,662.9969947,509.2300656,1172.2270603,56.56,43.44,52.97,3.59,0.7292616226071102,44.43938012762079,coal,mining
Bega-Eden Hinterland,11020,2590.287614,3246.435597,5836.723211,44.38,55.62,40.8,3.58,0,0,non_coal,non_mining
Rangeville,31455,3275.790843,1404.855841,4680.646684,69.99,30.01,66.41,3.58,0.16820857863751051,1.1213905242500701,non_coal,non_mining
Portland,21422,3727.168613,3186.946533,6914.115146,53.91,46.09,50.34,3.57,0.07215007215007214,0.2886002886002886,non_coal,non_mining
Wamuran,31369,1151.68678,908.4063977,2060.0931777,55.9,44.1,52.33,3.57,0.2292263610315186,0.9742120343839542,non_coal,non_mining
Dakabin - Kallangur,31388,5398.346408,5779.147302,11177.49371,48.3,51.7,44.73,3.57,0.25159667118250434,0.7934971937294368,non_coal,non_mining
Strathfield South,11576,752.7414763,953.5794167,1706.320893,44.11,55.89,40.56,3.55,0,0,non_coal,non_mining
Tuncurry,11154,2728.695514,1343.135161,4071.830675,67.01,32.99,63.48,3.53,0.20229265003371544,0.8091706001348618,non_coal,non_mining
Young,11543,4389.778309,1833.20535,6222.983659,70.54,29.46,67.02,3.52,0,1.0966590155572558,non_coal,non_mining
Morphett Vale - West,41085,1812.041956,3569.641585,5381.683541,33.67,66.33,30.15,3.52,0,0.6711409395973155,non_coal,non_mining
Port Augusta,41142,3803.591349,3172.127851,6975.7192,54.53,45.47,51.01,3.52,0.24203307785397335,4.033884630899556,non_coal,mining
Maddington - Orange Grove - Martin,51136,2010.172374,2487.388052,4497.560426,44.69,55.31,41.17,3.52,0,3.9748130657221568,non_coal,mining
Auburn - Central,11582,1649.56435,3655.252158,5304.816508,31.1,68.9,27.59,3.51,0,0,non_coal,non_mining
Tea Gardens - Hawks Nest,11124,2150.084265,1147.167776,3297.2520409999997,65.21,34.79,61.73,3.48,1.4586709886547813,1.7828200972447326,coal,non_mining
Fairfield - West,11516,2466.861393,5388.685018,7855.546411,31.4,68.6,27.92,3.48,0,0.15792244253377785,non_coal,non_mining
Pitt Town - McGraths Hill,11301,4437.081099,1590.693312,6027.774411,73.61,26.39,70.16,3.45,0,0.31360250882007057,non_coal,non_mining
Grenfell,11066,1680.289046,487.9007899,2168.1898359,77.5,22.5,74.06,3.44,0,0.546875,non_coal,non_mining
Birkdale,31003,4746.612256,3262.576758,8009.1890140000005,59.26,40.74,55.83,3.43,0.39215686274509803,1.016702977487291,non_coal,non_mining
Kingston - Robe,41151,1626.448658,418.9373397,2045.3859977,79.52,20.48,76.09,3.43,0,0.37429819089207733,non_coal,non_mining
Safety Bay - Shoalwater,51190,2720.328016,3483.673415,6204.001431000001,43.85,56.15,40.42,3.43,0,5.363361968887857,non_coal,mining
Two Rocks,51257,811.6786881,631.4785225,1443.1572106,56.24,43.76,52.81,3.43,0,11.431316042267051,non_coal,mining
Strathpine - Brendale,31394,3048.494248,3089.474964,6137.969212,49.67,50.33,46.25,3.42,0.24472891566265062,0.677710843373494,non_coal,non_mining
Cooloongup,51186,1566.444875,2533.188743,4099.633618,38.21,61.79,34.79,3.42,0.13188262446422683,5.044510385756676,non_coal,mining
Legana,61039,1471.740402,1127.172337,2598.912739,56.63,43.37,53.21,3.42,0,0.6436512580456407,non_coal,non_mining
Greenway,81080,722.3246692,909.9958928,1632.3205619999999,44.25,55.75,40.83,3.42,0,0,non_coal,non_mining
Pendle Hill - Girraween,11588,2012.15481,3076.472441,5088.627251,39.54,60.46,36.13,3.41,0,0,non_coal,non_mining
Caboolture,31365,6340.665625,6587.271445,12927.93707,49.05,50.95,45.64,3.41,0.3404255319148936,1.0851063829787235,non_coal,non_mining
South Launceston,61047,1233.024685,1379.239835,2612.26452,47.2,52.8,43.79,3.41,0,0,non_coal,non_mining
Thorneside,31005,1197.059028,836.3921589,2033.4511868999998,58.87,41.13,55.48,3.39,0,0.6711409395973155,non_coal,non_mining
Algester,31072,1644.589436,1835.170857,3479.7602930000003,47.26,52.74,43.87,3.39,0.2973776696404434,0.6217896728845633,non_coal,non_mining
Moonta,41125,1479.390054,801.4624153,2280.8524693,64.86,35.14,61.49,3.37,0.26298487836949375,2.498356344510191,non_coal,mining
Taree Region,11170,5249.41644,2701.23748,7950.65392,66.02,33.98,62.66,3.36,0.49529470034670625,1.2382367508667658,non_coal,non_mining
Cashmere,31383,5413.553241,4347.688495,9761.241736,55.46,44.54,52.1,3.36,0.2684563758389262,1.0944759938048527,non_coal,non_mining
Bray Park,31391,2560.697922,2555.919682,5116.617604,50.05,49.95,46.69,3.36,0.18319212273872224,0.8701625830089306,non_coal,non_mining
Diddillibah - Rosemount,31546,1501.995122,797.7829849,2299.7781069000002,65.31,34.69,61.95,3.36,0.5376344086021506,1.3440860215053763,non_coal,non_mining
Wingham,11171,2104.894684,1101.106819,3206.001503,65.65,34.35,62.31,3.34,0.29222676797194624,0.29222676797194624,non_coal,non_mining
Picton - Tahmoor - Buxton,11447,5788.282691,3630.523239,9418.80593,61.45,38.55,58.11,3.34,2.076031275276355,2.2782421137772983,coal,mining
Bundaberg,31495,1734.002199,1161.054149,2895.056348,59.9,40.1,56.56,3.34,0.6612410986775178,1.0681586978636826,coal,non_mining
Auburn - North,11583,781.0634517,1851.233675,2632.2971267,29.67,70.33,26.34,3.33,0,0,non_coal,non_mining
Mountain Creek,31415,3469.926099,1851.362549,5321.288648,65.21,34.79,61.88,3.33,0.8097165991902834,1.895472948104527,coal,non_mining
Blacktown (East) - Kings Park,11303,2642.867131,3732.840742,6375.707872999999,41.45,58.55,38.13,3.32,0.08257638315441783,0.13762730525736308,non_coal,non_mining
Hoxton Park - Carnes Hill - Horningsea Park,11596,2607.386692,3184.84638,5792.233072,45.02,54.98,41.7,3.32,0.08100445524503848,0.24301336573511542,non_coal,non_mining
Anula,71011,513.1309523,667.330617,1180.4615693,43.47,56.53,40.15,3.32,0,1.8115942028985508,non_coal,non_mining
Box Head - MacMasters Beach,11029,3585.851846,3055.706118,6641.557964,53.99,46.01,50.68,3.31,0.2015677491601344,0.425531914893617,non_coal,non_mining
Taylors Hill,21360,2403.963492,4535.517599,6939.481091,34.64,65.36,31.34,3.3,0,0.2426301103967002,non_coal,non_mining
Chisholm,81074,1401.426011,1741.653488,3143.079499,44.59,55.41,41.29,3.3,0,0,non_coal,non_mining
Biggera Waters,31236,2598.103982,1432.770652,4030.874634,64.46,35.54,61.17,3.29,0,0.43919846280538016,non_coal,non_mining
Springfield Lakes,31304,3217.279244,3894.198577,7111.477821,45.24,54.76,41.95,3.29,0.40945713908334436,1.2151631224408928,non_coal,non_mining
Gawler - South,41026,5354.593103,6183.074049,11537.667152,46.41,53.59,43.12,3.29,0.050043788314775434,0.8882772425872638,non_coal,non_mining
Toongabbie - Constitution Hill,11493,4763.51766,5069.283675,9832.801335,48.45,51.55,45.17,3.28,0,0,non_coal,non_mining
Bargo,11445,1970.743779,1213.406783,3184.150562,61.89,38.11,58.62,3.27,1.539708265802269,1.7017828200972445,coal,non_mining
Svensson Heights - Norville,31501,1904.753418,1276.715248,3181.4686659999998,59.87,40.13,56.61,3.26,0.2678093197643278,0.48205677557579,non_coal,non_mining
Gawler - North,41025,2456.990548,2568.651529,5025.642077,48.89,51.11,45.63,3.26,0,1.0237319683573756,non_coal,non_mining
Yorke Peninsula - North,41127,2883.33335,1131.422225,4014.755575,71.82,28.18,68.56,3.26,0.40535062829347385,3.2428050263477908,non_coal,mining
Miranda - Yowie Bay,11530,7016.403585,3202.173555,10218.57714,68.66,31.34,65.41,3.25,0.04818696542585231,0.04818696542585231,non_coal,non_mining
Coomera,31251,3504.49524,2194.933754,5699.428994,61.49,38.51,58.24,3.25,0.2902014339364971,1.0071696824854899,non_coal,non_mining
Tullamarine,21250,1079.461744,1803.148686,2882.6104299999997,37.45,62.55,34.21,3.24,0,0,non_coal,non_mining
Bli Bli,31545,3506.844584,1883.236343,5390.080927,65.06,34.94,61.83,3.23,0.6910452058738843,1.4972646127267493,coal,non_mining
Enfield - Blair Athol,41036,3632.844039,5988.875446,9621.719485,37.76,62.24,34.53,3.23,0,0.5830223880597015,non_coal,non_mining
Kununurra,51265,1107.09332,875.9639319,1983.0572519,55.83,44.17,52.6,3.23,0,4.766734279918864,non_coal,mining
Smithton,61095,1245.035857,775.1590967,2020.1949537,61.63,38.37,58.4,3.23,0,2.2741241548862936,non_coal,mining
Charles,71045,949.8629276,948.9880091,1898.8509367000001,50.02,49.98,46.79,3.23,0,1.1164274322169059,non_coal,non_mining
Ourimbah - Fountaindale,11051,1423.251066,1368.636546,2791.887612,50.98,49.02,47.76,3.22,0.2684563758389262,0.6711409395973155,non_coal,non_mining
Quakers Hill,11563,5248.74128,5766.927513,11015.668793,47.65,52.35,44.44,3.21,0.026394509941932078,0.052789019883864155,non_coal,non_mining
Bateau Bay - Killarney Vale,11044,6245.945286,6441.61463,12687.559916,49.23,50.77,46.03,3.2,0.2352414024868377,0.5713005488966058,non_coal,non_mining
Taree,11169,7785.346217,4161.382089,11946.728306,65.17,34.83,61.97,3.2,0.07966857871255577,0.3824091778202677,non_coal,non_mining
Oxenford - Maudsland,31256,4284.610735,2587.898985,6872.50972,62.34,37.66,59.14,3.2,0.3126699293094073,1.1555193039695486,non_coal,non_mining
Narwee - Beverly Hills,11370,3280.790956,2921.556475,6202.347431,52.9,47.1,49.71,3.19,0,0,non_coal,non_mining
Karoonda - Lameroo,41161,998.356158,236.5329217,1234.8890797000001,80.85,19.15,77.66,3.19,0,0,non_coal,non_mining
Swan View - Greenmount - Midvale,51054,3182.411655,2954.136532,6136.548187,51.86,48.14,48.67,3.19,0,5.529953917050691,non_coal,mining
Moffat Beach - Battery Hill,31422,2711.361249,1710.381265,4421.742514,61.32,38.68,58.17,3.15,0.37831021437578816,1.1349306431273645,non_coal,non_mining
Doveton,21295,1298.690313,2637.659154,3936.349467,32.99,67.01,29.85,3.14,0,0,non_coal,non_mining
The Oaks - Oakdale,11448,3767.087102,1567.111805,5334.198907,70.62,29.38,67.49,3.13,0.9831460674157303,1.0767790262172285,coal,non_mining
Hillside,21355,3390.267842,5877.800979,9268.068821,36.58,63.42,33.45,3.13,0,0.23686920700308958,non_coal,non_mining
Parklea - Kellyville Ridge,11310,7765.199847,7092.900018,14858.099865,52.26,47.74,49.14,3.12,0.019549068161084322,0.07819627264433729,non_coal,non_mining
Newstead,61042,1497.796459,1439.601537,2937.3979959999997,50.99,49.01,47.87,3.12,0,0.49480455220188024,non_coal,non_mining
Smithfield - Elizabeth North,41034,1568.363988,4003.598843,5571.962831000001,28.15,71.85,25.04,3.11,0,0.5806451612903226,non_coal,non_mining
Mount Johns,71049,702.055703,743.096627,1445.15233,48.58,51.42,45.48,3.1,0,0.19870839542970692,non_coal,non_mining
Seaham - Woodville,11123,1893.3388870000001,1204.875751,3098.2146380000004,61.11,38.89,58.02,3.09,3.522205206738132,4.058192955589587,coal,mining
North West,61094,1350.459342,748.1443707,2098.6037127,64.35,35.65,61.26,3.09,0,2.788844621513944,non_coal,mining
Richmond - Clarendon,11466,4736.040673,3126.414402,7862.455075,60.24,39.76,57.18,3.06,0.08487523340689188,0.5092514004413512,non_coal,non_mining
Collingwood,21141,1118.579982,2888.873143,4007.453125,27.91,72.09,24.85,3.06,0,0.13605442176870747,non_coal,non_mining
Knoxfield - Scoresby,21254,4987.436361,3088.699354,8076.135715,61.76,38.24,58.7,3.06,0,0.13179089178503442,non_coal,non_mining
Burnside,21461,706.8143947,1494.770342,2201.5847367,32.1,67.9,29.04,3.06,0,0,non_coal,non_mining
Lismore Region,11249,4539.551835,4901.511167,9441.063001999999,48.08,51.92,45.03,3.05,0.13858946720049276,0.5081613797351402,non_coal,non_mining
Eight Mile Plains,31060,2801.875087,2352.210659,5154.085746,54.36,45.64,51.31,3.05,0.3291934759838396,0.7780936705072572,non_coal,non_mining
Yangebup,51163,1532.946376,2100.882714,3633.82909,42.19,57.81,39.14,3.05,0.08698173383589447,3.2473180632067264,non_coal,mining
Daisy Hill,31329,1540.423649,1465.157308,3005.580957,51.25,48.75,48.21,3.04,0.26195153896529144,0.9495743287491815,non_coal,non_mining
