region,SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing,coal,mining,coal_lab,min_lab
Cambridge,61005,1993.10808,2889.981053,4883.0891329999995,40.82,59.18,42.47,-1.65,0,0.23853697323085077,non_coal,non_mining
Lavington,11176,5077.169897,2960.193851,8037.363748,63.17,36.83,64.84,-1.67,0.05432814197754436,0.05432814197754436,non_coal,non_mining
Mitchell Park,41061,3448.190333,4029.768788,7477.959121,46.11,53.89,47.78,-1.67,0,0.5068423720223011,non_coal,non_mining
North Geelong - Bell Park,21047,3268.286806,5343.124062,8611.410867999999,37.95,62.05,39.63,-1.68,0,0.209570380719525,non_coal,non_mining
Greenslopes,31055,2103.787033,2722.115074,4825.902107,43.59,56.41,45.27,-1.68,0.46865846514352666,1.425502831478227,non_coal,non_mining
Heathcote - Waterfall,11533,2189.917775,1784.84299,3974.760765,55.1,44.9,56.79,-1.69,0,0,non_coal,non_mining
Huonville - Franklin,61072,1927.925674,3033.127861,4961.053535,38.86,61.14,40.55,-1.69,0,0.42630937880633374,non_coal,non_mining
Minto - St Andrews,11443,3335.065888,6615.408141,9950.474029,33.52,66.48,35.22,-1.7,0,0.08432718949524154,non_coal,non_mining
Carlingford,11476,6977.402454,5241.427575,12218.830029,57.1,42.9,58.81,-1.71,0.04291477126426916,0.06866363402283066,non_coal,non_mining
Wattle Glen - Diamond Creek,21215,3537.164599,4161.861913,7699.026512,45.94,54.06,47.65,-1.71,0,0.19536701088473346,non_coal,non_mining
Samford Valley,31387,3742.802997,2893.771433,6636.57443,56.4,43.6,58.14,-1.74,0.503235082674335,1.5456506110711719,non_coal,non_mining
Epping - South,21432,938.737444,2466.731669,3405.4691129999997,27.57,72.43,29.32,-1.75,0,0,non_coal,non_mining
Holland Park West,31057,1522.732458,1495.905663,3018.638121,50.44,49.56,52.19,-1.75,0.42630937880633374,1.2180267965895248,non_coal,non_mining
Frankston,21371,5028.17107,6242.83866,11271.009730000002,44.61,55.39,46.37,-1.76,0,0.22617124394184168,non_coal,non_mining
Bairnsdale,21081,6406.635652,2451.032715,8857.668367,72.33,27.67,74.1,-1.77,0.055627665492304836,0.7417022065640645,non_coal,non_mining
Kuranda,31168,930.0055354,1059.58511,1989.5906454,46.74,53.26,48.51,-1.77,0.4329004329004329,1.4842300556586272,non_coal,non_mining
Urunga,11090,1586.27013,1279.120698,2865.390828,55.36,44.64,57.14,-1.78,0,0,non_coal,non_mining
Lurnea - Cartwright,11599,1730.296212,2799.707982,4530.004194,38.2,61.8,39.98,-1.78,0,0,non_coal,non_mining
Wilsons Promontory,21092,1.069244894,0.858783717,1.9280286109999998,55.46,44.54,57.24,-1.78,0,0,non_coal,non_mining
Gulf,71066,403.4898213,947.881782,1351.3716033,29.86,70.14,31.64,-1.78,0,8.209959623149395,non_coal,mining
Nambucca Heads Region,11159,2717.535846,1878.639269,4596.175115,59.13,40.87,60.92,-1.79,0,0.11278195488721805,non_coal,non_mining
Yeronga,31059,2439.761016,2782.539068,5222.300084,46.72,53.28,48.51,-1.79,0.23768366464995677,0.5617977528089888,non_coal,non_mining
Wollongong - East,11548,3021.247072,5124.846882,8146.093954,37.09,62.91,38.89,-1.8,1.314708299096138,1.725554642563681,coal,non_mining
Berowra - Brooklyn - Cowan,11404,3635.510114,2960.281854,6595.7919679999995,55.12,44.88,56.93,-1.81,0,0.1031459515214028,non_coal,non_mining
Warrandyte - Wonga Park,21262,3211.397707,2211.741579,5423.139286,59.22,40.78,61.03,-1.81,0,0.08154943934760449,non_coal,non_mining
Highgate Hill,31107,1191.903813,1976.469811,3168.373624,37.62,62.38,39.43,-1.81,0.22082018927444794,0.725552050473186,non_coal,non_mining
Albany Region,51226,1256.048291,685.2281227,1941.2764137,64.7,35.3,66.51,-1.81,0,1.7615176151761516,non_coal,non_mining
Robinvale,21403,748.3985243,316.0027399,1064.4012642,70.31,29.69,72.13,-1.82,0,0,non_coal,non_mining
Sorrento - Marmion,51082,3708.666296,1621.868442,5330.534738,69.57,30.43,71.4,-1.83,0.09006980409817608,5.336635892816933,non_coal,mining
Taylor,81121,38.20387785,58.76715887,96.97103672,39.4,60.6,41.23,-1.83,NaN,NA,NA,NA
Avoca,21013,979.6663416,707.3223965,1686.9887380999999,58.07,41.93,59.91,-1.84,0,0.4835589941972921,non_coal,non_mining
Boulder,51278,1602.86163,1114.348034,2717.209664,58.99,41.01,60.84,-1.85,0.16711229946524064,26.938502673796794,non_coal,mining
Bruny Island - Kettering,61069,710.6742993,1276.847912,1987.5222113,35.76,64.24,37.61,-1.85,0,0.29069767441860467,non_coal,non_mining
Holder,81094,640.5965168,970.3371722,1610.933689,39.77,60.23,41.62,-1.85,0,0,non_coal,non_mining
Fawkner,21237,1343.096096,4061.244096,5404.340192,24.85,75.15,26.71,-1.86,0,0.09019165727170236,non_coal,non_mining
Claymore - Eagle Vale - Raby,11438,3699.583572,6220.383728,9919.9673,37.29,62.71,39.16,-1.87,0.10205238689193787,0.14740900328835468,non_coal,non_mining
Noble Park North,21316,1180.314856,2403.001293,3583.3161489999998,32.94,67.06,34.81,-1.87,0,0,non_coal,non_mining
Namadgi,81141,12.78576061,15.00048681,27.786247420000002,46.01,53.99,47.89,-1.88,0,0,non_coal,non_mining
Oyster Bay - Como - Jannali,11536,6956.73291,5277.999731,12234.732640999999,56.86,43.14,58.75,-1.89,0,0.06901991717609939,non_coal,non_mining
Yokine - Coolbinia - Menora,51097,4344.059976,3506.921347,7850.981323,55.33,44.67,57.22,-1.89,0.05487721223761833,3.8962820688709017,non_coal,mining
Tanunda,41115,1851.794887,902.7688094,2754.5636964,67.23,32.77,69.14,-1.91,0,0.9514271407110666,non_coal,non_mining
Coffs Harbour - North,11084,5862.30906,4043.73446,9906.04352,59.18,40.82,61.11,-1.93,0,0.154273372415921,non_coal,non_mining
Hahndorf - Echunga,41005,1554.475148,1201.192664,2755.6678119999997,56.41,43.59,58.34,-1.93,0,1.1088709677419355,non_coal,non_mining
Nhill Region,21390,2574.540535,992.817129,3567.357664,72.17,27.83,74.12,-1.95,0,0,non_coal,non_mining
Albany,51225,4822.043354,2978.269862,7800.3132160000005,61.82,38.18,63.77,-1.95,0,1.4580369843527738,non_coal,non_mining
Wentworth Falls,11455,1230.039417,2494.008441,3724.047858,33.03,66.97,34.99,-1.96,0.34349506225848003,0.47230571060541005,non_coal,non_mining
Bruthen - Omeo,21082,3444.755849,1283.400961,4728.15681,72.86,27.14,74.83,-1.97,0,1.1703110563597166,non_coal,non_mining
Moonee Ponds,21116,2943.721637,4622.585296,7566.306933,38.91,61.09,40.88,-1.97,0.05518002483101117,0.30349013657056145,non_coal,non_mining
Pennant Hills - Cheltenham,11496,6600.953638,4039.450579,10640.404217,62.04,37.96,64.03,-1.99,0.03138075313807531,0.10460251046025104,non_coal,non_mining
Newcomb - Moolap,21045,3115.5617,5334.413544,8449.975244000001,36.87,63.13,38.86,-1.99,0,0.19562511115063133,non_coal,non_mining
Lalor,21219,2283.538856,7620.090033,9903.628889,23.06,76.94,25.05,-1.99,0,0.06538511834706422,non_coal,non_mining
Vermont South,21273,2957.64266,2249.867111,5207.509771,56.8,43.2,58.79,-1.99,0,0.06093845216331505,non_coal,non_mining
Noble Park - West,21460,2254.934399,5000.657355,7255.591754000001,31.08,68.92,33.07,-1.99,0,0.06174745291756715,non_coal,non_mining
Giralang,81011,697.2274904,1311.465066,2008.6925563999998,34.71,65.29,36.7,-1.99,0,0,non_coal,non_mining
Lawson,81018,299.8631132,566.275762,866.1388752,34.62,65.38,36.61,-1.99,0,0,non_coal,non_mining
O'Connor (WA),51167,1.09054147,1.761678557,2.852220027,38.23,61.77,40.25,-2.02,0,0,non_coal,non_mining
Point Cook - South,21466,1841.541039,2587.686857,4429.227896,41.58,58.42,43.61,-2.03,0,0,non_coal,non_mining
Central Highlands,61065,540.1001073,563.3662863,1103.4663936,48.95,51.05,50.98,-2.03,0,0,non_coal,non_mining
Burwood,21165,2119.996216,2141.021144,4261.01736,49.75,50.25,51.79,-2.04,0,0.22007042253521128,non_coal,non_mining
Albury - North,11173,3525.549018,2013.177152,5538.72617,63.65,36.35,65.7,-2.05,0,0.07451564828614009,non_coal,non_mining
Mount Barker,41007,5565.452916,5245.152476,10810.605392000001,51.48,48.52,53.54,-2.06,0,1.3843027686055371,non_coal,non_mining
West Wimmera,21393,984.1758605,361.0319157,1345.2077762,73.16,26.84,75.23,-2.07,0,0.48939641109298526,non_coal,non_mining
Deniliquin Region,11183,2067.48816,676.8142646,2744.3024246,75.34,24.66,77.42,-2.08,0,0.10427528675703858,non_coal,non_mining
Waterloo - Beaconsfield,11338,4272.878345,7533.510235,11806.388579999999,36.19,63.81,38.28,-2.09,0.07449251970947918,0.24210068905580734,non_coal,non_mining
Greensborough,21197,5647.87329,6569.297447,12217.170737,46.23,53.77,48.32,-2.09,0,0.25027530283311644,non_coal,non_mining
Burnside - Wattle Park,41011,5958.303757,3801.207402,9759.511159,61.05,38.95,63.14,-2.09,0,1.3657957244655583,non_coal,non_mining
Hay,11177,911.3135433,387.7998929,1299.1134362,70.15,29.85,72.25,-2.1,0,0,non_coal,non_mining
Sydenham - Tempe - St Peters,11328,896.5336652,3137.429059,4033.9627242,22.22,77.78,24.32,-2.1,0,0,non_coal,non_mining
Preston - East,21428,2273.191596,7807.573467,10080.765063,22.55,77.45,24.65,-2.1,0,0.08874098724348307,non_coal,non_mining
Nairne,41009,1394.811282,1478.195582,2873.006864,48.55,51.45,50.65,-2.1,0.27472527472527475,2.0800627943485086,non_coal,mining
Terrey Hills - Duffys Forest,11432,1547.759234,662.588583,2210.347817,70.02,29.98,72.13,-2.11,0,0,non_coal,non_mining
Dandenong,21311,2936.970992,6381.673434,9318.644426,31.52,68.48,33.63,-2.11,0,0.031126789790412945,non_coal,non_mining
Kangaroo Point,31108,1850.992023,2040.390057,3891.3820800000003,47.57,52.43,49.68,-2.11,0.8135302932990794,2.205095268679084,coal,mining
Tuart Hill - Joondanna,51095,2692.853686,2582.073791,5274.927476999999,51.05,48.95,53.17,-2.12,0,4.101885544161429,non_coal,mining
Caulfield - South,21178,4701.607437,3698.186716,8399.794152999999,55.97,44.03,58.1,-2.13,0,0.1238850346878097,non_coal,non_mining
Mount Lawley - Inglewood,51039,3778.114478,4716.881884,8494.996362,44.47,55.53,46.6,-2.13,0.04728132387706856,5.08274231678487,non_coal,mining
Epping - West,21433,1091.828285,3118.53729,4210.365575,25.93,74.07,28.07,-2.14,0,0.19451048195374973,non_coal,non_mining
Armidale Region - North,11187,1696.80852,767.5770509,2464.3855709,68.85,31.15,71,-2.15,0.3138075313807531,0.5753138075313807,non_coal,non_mining
Westbury,61057,1326.082984,1033.225392,2359.308376,56.21,43.79,58.36,-2.15,0,0.8152173913043478,non_coal,non_mining
King Island,61093,468.373811,311.1400562,779.5138672,60.09,39.91,62.24,-2.15,0,0.9859154929577465,non_coal,non_mining
Campbelltown - Woodbine,11437,3501.25079,5906.299564,9407.550353999999,37.22,62.78,39.38,-2.16,0.10868088574921884,0.10868088574921884,non_coal,non_mining
Newcastle Port - Kooragang,11230,3.657139873,7.644518435,11.301658308,32.36,67.64,34.54,-2.18,NaN,NA,NA,NA
Forest Hill,21269,2303.357034,2354.255923,4657.612957,49.45,50.55,51.63,-2.18,0,0.09027307605506657,non_coal,non_mining
Kelvin Grove - Herston,31126,1508.632441,1866.876678,3375.5091190000003,44.69,55.31,46.87,-2.18,0.27681660899653976,0.8765859284890426,non_coal,non_mining
Plympton,41107,4994.332515,5842.806798,10837.139313,46.09,53.91,48.27,-2.18,0.035717474774533436,0.7143494954906687,non_coal,non_mining
Greenwood - Warwick,51073,3486.290342,3143.076534,6629.366876,52.59,47.41,54.77,-2.18,0.06458905215565962,4.4889391248183435,non_coal,mining
Migratory - Offshore - Shipping (NSW),19799,8.00068114,5.420930907,13.421612047,59.61,40.39,61.8,-2.19,0,0,non_coal,non_mining
Swan Hill,21404,4234.8813040000005,1360.935035,5595.816339000001,75.68,24.32,77.87,-2.19,0,0.29741477922672155,non_coal,non_mining
Newstead - Bowen Hills,31128,3674.607603,3294.474889,6969.082492,52.73,47.27,54.92,-2.19,0.9229838099561204,2.4965955515206537,coal,mining
Booragoon,51178,4788.719135,2628.146989,7416.866124,64.57,35.43,66.76,-2.19,0,5.198251639088355,non_coal,mining
Elsey,71065,215.3145698,478.658085,693.9726548,31.03,68.97,33.22,-2.19,0,1.7429193899782136,non_coal,non_mining
Frenchs Forest - Belrose,11428,9317.176716,4750.633866,14067.810582,66.23,33.77,68.44,-2.21,0.03487662394280234,0.13078733978550877,non_coal,non_mining
Dromana,21377,3904.361346,3189.879267,7094.240613,55.04,44.96,57.25,-2.21,0,0.2548065786425759,non_coal,non_mining
Epping - East,21431,1651.813565,4172.872078,5824.685643000001,28.36,71.64,30.58,-2.22,0,0,non_coal,non_mining
Horsham,21388,6736.249669,3035.121126,9771.370794999999,68.94,31.06,71.17,-2.23,0,0.32838378069674473,non_coal,non_mining
Annerley,31052,2058.078869,3360.929111,5419.00798,37.98,62.02,40.22,-2.24,0.2149826360178601,0.7441706631387465,non_coal,non_mining
Mornington - Warrane,61009,755.8318561,1693.485572,2449.3174281,30.86,69.14,33.1,-2.24,0,0.17878426698450536,non_coal,non_mining
Rivett,81095,752.2712978,1178.748429,1931.0197268,38.96,61.04,41.21,-2.25,0,0,non_coal,non_mining
East Point,71003,0.44684529,0.510803803,0.9576490929999999,46.66,53.34,48.92,-2.26,0,0,non_coal,non_mining
Newport,21344,3130.657455,6363.668992,9494.326447,32.97,67.03,35.24,-2.27,0,0.1790309947409645,non_coal,non_mining
Batemans Bay,11017,2435.376379,2430.307648,4865.684026999999,50.05,49.95,52.33,-2.28,0,0,non_coal,non_mining
Warriewood - Mona Vale,11423,9272.947412,5145.12526,14418.072671999998,64.31,35.69,66.62,-2.31,0.03491315353059265,0.13092432573972246,non_coal,non_mining
Toorak Gardens,41013,4826.562982,2981.196709,7807.759691,61.82,38.18,64.14,-2.32,0,1.3299462044231918,non_coal,non_mining
Hurstville,11368,4133.188607,4216.538674,8349.727281,49.5,50.5,51.83,-2.33,0.041446482229820746,0.16578592891928298,non_coal,non_mining
Kingsbury,21205,1329.54412,2510.47596,3840.0200800000002,34.62,65.38,36.95,-2.33,0,0.08745080891998251,non_coal,non_mining
Farrer,81101,853.9478543,1177.568377,2031.5162313,42.04,57.96,44.37,-2.33,0,0,non_coal,non_mining
Healesville - Yarra Glen,21276,3883.781005,3616.792075,7500.57308,51.78,48.22,54.12,-2.34,0,0.27610008628127697,non_coal,non_mining
Manjimup,51019,1868.627872,943.3313643,2811.9592363,66.45,33.55,68.79,-2.34,0,1.3247863247863247,non_coal,non_mining
Barossa - Angaston,41110,2161.902848,1288.138318,3450.041166,62.66,37.34,65.02,-2.36,0,0.9120758847136081,non_coal,non_mining
Forestville - Killarney Heights,11427,4104.440941,2682.377383,6786.818324,60.48,39.52,62.85,-2.37,0,0.14370396982216635,non_coal,non_mining
Beacon Hill - Narraweena,11424,4314.232708,2911.146548,7225.379256,59.71,40.29,62.09,-2.38,0,0.14464802314368372,non_coal,non_mining
Henley Beach,41092,4230.482554,4218.844603,8449.327157,50.07,49.93,52.45,-2.38,0,0.8064516129032258,non_coal,non_mining
Denman Prospect,81136,99.61639188,158.6623351,258.27872698,38.57,61.43,40.95,-2.38,NaN,NA,NA,NA
Batemans Bay - South,11018,2578.019041,2633.3745050000002,5211.393546,49.47,50.53,51.87,-2.4,0,0,non_coal,non_mining
Pemberton,51020,1631.865758,936.7072626,2568.5730206,63.53,36.47,65.93,-2.4,0,3.152709359605911,non_coal,mining
New Town,61030,1026.956961,2231.040535,3257.997496,31.52,68.48,33.93,-2.41,0,0.11325028312570783,non_coal,non_mining
Wright,81139,603.4707311,965.6509368,1569.1216679,38.46,61.54,40.87,-2.41,0,0,non_coal,non_mining
Wollongong - West,11549,2909.857747,5583.738003,8493.59575,34.26,65.74,36.68,-2.42,1.2973760932944607,1.574344023323615,coal,non_mining
Madeley - Darch - Landsdale,51103,6887.705567,5619.664977,12507.370544000001,55.07,44.93,57.49,-2.42,0.0407000407000407,4.28978428978429,non_coal,mining
Alphington - Fairfield,21110,1059.435451,3790.143299,4849.57875,21.85,78.15,24.3,-2.45,0,0.2840909090909091,non_coal,non_mining
Hughes,81103,674.0858581,1065.399808,1739.4856661,38.75,61.25,41.2,-2.45,0,0,non_coal,non_mining
Arboretum,81134,1.570363826,2.325007731,3.895371557,40.31,59.69,42.78,-2.47,0,0,non_coal,non_mining
Jindalee - Mount Ommaney,31081,2273.315231,1926.598996,4199.914227,54.13,45.87,56.61,-2.48,0.2552467385138968,1.3045944412932502,non_coal,non_mining
Macquarie,81020,479.91468,1074.604997,1554.5196769999998,30.87,69.13,33.35,-2.48,0,0,non_coal,non_mining
Wickham - Carrington - Tighes Hill,11235,1501.438449,3540.98278,5042.421229,29.78,70.22,32.27,-2.49,1.3449564134495642,1.594022415940224,coal,non_mining
The Gap,31103,4810.295369,4182.339173,8992.634542,53.49,46.51,55.98,-2.49,0.5894413121476166,1.665812403895438,coal,non_mining
Bellerive - Rosny,61004,1421.713724,2397.639994,3819.3537180000003,37.22,62.78,39.71,-2.49,0,0,non_coal,non_mining
Winchelsea,21036,1869.759842,1626.184321,3495.944163,53.48,46.52,55.98,-2.5,0,0.30569354222392053,non_coal,non_mining
Ingleburn - Denham Court,11440,4305.296424,6354.935817,10660.232241,40.39,59.61,42.92,-2.53,0.05900401227283455,0.129808827000236,non_coal,non_mining
Rosebud - McCrae,21384,6578.210428,5730.499991,12308.710419,53.44,46.56,55.97,-2.53,0,0.21225413895570966,non_coal,non_mining
Bacchus Marsh Region,21009,1278.010086,1916.728762,3194.738848,40,60,42.54,-2.54,0.24242424242424243,1.2121212121212122,non_coal,non_mining
Wollert,21437,1130.640053,3093.204763,4223.844816000001,26.77,73.23,29.31,-2.54,0,0,non_coal,non_mining
Peregian Beach - Marcus Beach,31543,966.4205437,756.9231094,1723.3436531000002,56.08,43.92,58.62,-2.54,0.428921568627451,0.6127450980392157,non_coal,non_mining
Little Grove - Elleker,51232,1185.072768,774.2181967,1959.2909647000001,60.48,39.52,63.02,-2.54,0,2.386117136659436,non_coal,mining
Emerald - Cockatoo,21289,4714.688692,4168.984349,8883.673041,53.07,46.93,55.63,-2.56,0,0.341136336901541,non_coal,non_mining
Clarendon,41075,864.6740566,749.9583391,1614.6323957,53.55,46.45,56.12,-2.57,0,1.37875101378751,non_coal,non_mining
Mount Waverley - South,21324,3680.864304,3962.550199,7643.414503,48.16,51.84,50.74,-2.58,0,0.11531069827033953,non_coal,non_mining
Wheelers Hill,21327,5549.362986,4648.759927,10198.122913,54.42,45.58,57,-2.58,0,0.036385688295936934,non_coal,non_mining
Swan Hill Region,21405,2494.087101,776.5070481,3270.5941491000003,76.26,23.74,78.84,-2.58,0,0,non_coal,non_mining
Fisher,81093,668.4199608,1073.813382,1742.2333428000002,38.37,61.63,40.95,-2.58,0,0,non_coal,non_mining
Avon Valley National Park,51055,1.594504021,1.206936997,2.8014410180000002,56.92,43.08,59.51,-2.59,0,0,non_coal,non_mining
Melaleuca - Lexia,51064,1.063002681,0.804624665,1.867627346,56.92,43.08,59.51,-2.59,NaN,NA,NA,NA
Duncraig,51072,4968.157098,2965.077977,7933.235075,62.62,37.38,65.21,-2.59,0.04209935447656469,5.220319955094022,non_coal,mining
Fremantle - South,51166,2472.963271,5071.550235,7544.513505999999,32.78,67.22,35.37,-2.59,0.12578616352201258,3.993710691823899,non_coal,mining
Narrabeen - Collaroy,11431,8617.387152,4901.241377,13518.628529,63.74,36.26,66.35,-2.61,0,0.13199142055766375,non_coal,non_mining
Geelong West - Hamlyn Heights,21040,4457.720305,6781.18958,11238.909885000001,39.66,60.34,42.27,-2.61,0,0.23653370605311255,non_coal,non_mining
Cygnet,61070,917.3380512,1789.991364,2707.3294152,33.88,66.12,36.5,-2.62,0,0.28632784538296346,non_coal,non_mining
Brighton - Pontville,61002,1252.025026,2031.957171,3283.9821970000003,38.13,61.87,40.76,-2.63,0,0.48115477145148355,non_coal,non_mining
West Ryde - Meadowbank,11503,4617.680483,3869.411138,8487.091621,54.41,45.59,57.05,-2.64,0.03044757941743631,0.03044757941743631,non_coal,non_mining
West Beach,41109,1500.893801,1237.119102,2738.012903,54.82,45.18,57.48,-2.66,0,1.5228426395939088,non_coal,non_mining
Howrah - Tranmere,61007,2664.360965,4147.115309,6811.476274,39.12,60.88,41.78,-2.66,0,0.4245383145828911,non_coal,non_mining
Broulee - Tomakin,11021,1002.713021,1160.393133,2163.106154,46.36,53.64,49.03,-2.67,0,0.3755868544600939,non_coal,non_mining
Cranbourne South,21303,2563.894493,2543.986526,5107.881019,50.19,49.81,52.86,-2.67,0,0.21352313167259787,non_coal,non_mining
Frankston South,21373,4871.772202,4955.035898,9826.8081,49.58,50.42,52.26,-2.68,0,0.12140342357654485,non_coal,non_mining
Coombs,81135,614.8139043,998.7791974,1613.5931017,38.1,61.9,40.78,-2.68,0,0,non_coal,non_mining
Merewether - The Junction,11228,3766.964196,4817.691571,8584.655767,43.88,56.12,46.57,-2.69,2.097800925925926,2.604166666666667,coal,mining
Orbost,21085,2214.863367,1072.88014,3287.743507,67.37,32.63,70.06,-2.69,0,0.37860861334595364,non_coal,non_mining
Horsham Region,21389,1338.508603,602.5051607,1941.0137637,68.96,31.04,71.65,-2.69,0,0.4383218534752661,non_coal,non_mining
Mill Park - North,21220,2827.599975,6397.875958,9225.475933,30.65,69.35,33.35,-2.7,0,0.13200528021120844,non_coal,non_mining
Clayton,21320,1853.886826,2787.152783,4641.0396089999995,39.95,60.05,42.65,-2.7,0,0.14990460615971654,non_coal,non_mining
Albury - East,11172,5561.244101,3007.405359,8568.64946,64.9,35.1,67.61,-2.71,0,0.2521714766040908,non_coal,non_mining
Heidelberg West,21199,2325.291179,4498.170499,6823.461678,34.08,65.92,36.81,-2.73,0,0.19970951343500362,non_coal,non_mining
Braeside,21184,8.038024687,9.189381098,17.227405785000002,46.66,53.34,49.4,-2.74,0,0,non_coal,non_mining
Stawell,21392,2368.437643,1917.717068,4286.154711,55.26,44.74,58,-2.74,0,4.256651017214398,non_coal,mining
Marino - Seaview Downs,41060,2752.244529,2626.586028,5378.830557,51.17,48.83,53.91,-2.74,0.0925925925925926,0.8333333333333334,non_coal,non_mining
Manning - Waterford,51146,2978.071604,2027.753374,5005.824978000001,59.49,40.51,62.23,-2.74,0,4.651162790697675,non_coal,mining
Bayonet Head - Lower King,51227,1760.611842,1018.180614,2778.792456,63.36,36.64,66.1,-2.74,0,3.024193548387097,non_coal,mining
Kowen,81032,2.870688032,3.978251313,6.848939345,41.91,58.09,44.65,-2.74,0,0,non_coal,non_mining
Bourke - Brewarrina,11092,885.5548482,671.9006116,1557.4554598,56.86,43.14,59.61,-2.75,0,0,non_coal,non_mining
Lennox Head - Skennars Head,11242,2267.194098,2585.329574,4852.523671999999,46.72,53.28,49.47,-2.75,0.11467889908256881,0.5160550458715597,non_coal,non_mining
Warradale,41064,3830.01629,3816.20385,7646.220139999999,50.09,49.91,52.84,-2.75,0,0.8257900587581388,non_coal,non_mining
Fairfield - Dutton Park,31054,973.833578,1516.187529,2490.021107,39.11,60.89,41.87,-2.76,0.34797738147020446,1.087429317094389,non_coal,non_mining
Bellingen,11083,1351.617542,2070.339604,3421.9571459999997,39.5,60.5,42.29,-2.79,0,0,non_coal,non_mining
Kingsgrove (South) - Bardwell Park,11377,3092.199058,3730.572177,6822.771235,45.32,54.68,48.11,-2.79,0,0.05615874204417821,non_coal,non_mining
Mount Barker Region,41008,1911.225696,1824.637913,3735.863609,51.16,48.84,53.95,-2.79,0.1003344481605351,2.1070234113712374,non_coal,mining
North Haven,41100,3089.461867,5323.57791,8413.039777,36.72,63.28,39.51,-2.79,0.0488122356003905,0.780995769606248,non_coal,non_mining
Albury - South,11174,3652.915939,2003.142744,5656.058683,64.58,35.42,67.38,-2.8,0,0.09027307605506657,non_coal,non_mining
West End,31112,2126.96341,3746.957052,5873.920462,36.21,63.79,39.01,-2.8,0.3661513425549227,1.8104149715215623,non_coal,non_mining
Kalgoorlie,51279,3192.191759,1973.987982,5166.179741,61.79,38.21,64.59,-2.8,0.2585944630362032,26.163675083662913,non_coal,mining
Eurobodalla Hinterland,11024,966.369088,1075.347507,2041.7165949999999,47.33,52.67,50.14,-2.81,0,0.23382696804364772,non_coal,non_mining
Ascot Vale,21113,2501.071698,4927.623688,7428.695385999999,33.67,66.33,36.49,-2.82,0,0.31584729469925843,non_coal,non_mining
Scullin,81024,518.1014486,1168.872928,1686.9743766000001,30.71,69.29,33.53,-2.82,0,0,non_coal,non_mining
Heathcote,21029,1220.372306,1382.729805,2603.102111,46.88,53.12,49.72,-2.84,0,6.001395673412421,non_coal,mining
North Ryde - East Ryde,11501,3979.14055,2982.688709,6961.829259,57.16,42.84,60.01,-2.85,0.11104941699056081,0.1665741254858412,non_coal,non_mining
Scrivener,81133,2.848923009,3.987166137,6.836089146,41.67,58.33,44.53,-2.86,0,0,non_coal,non_mining
Sawtell - Boambee,11089,6920.928534,4707.975933,11628.904467,59.51,40.49,62.38,-2.87,0,0.14382845188284518,non_coal,non_mining
South Hobart - Fern Tree,61032,1005.027458,2669.626491,3674.653949,27.35,72.65,30.22,-2.87,0,0,non_coal,non_mining
Noble Park - East,21459,1351.778271,3035.355825,4387.134096,30.81,69.19,33.69,-2.88,0,0,non_coal,non_mining
Aldgate - Stirling,41004,5179.767985,5581.743795,10761.51178,48.13,51.87,51.01,-2.88,0,1.3915318744053282,non_coal,non_mining
Unley - Parkside,41024,5287.807879,4630.912435,9918.720314,53.31,46.69,56.19,-2.88,0,1.2349656357388317,non_coal,non_mining
Hobart,61027,1246.856267,2776.422325,4023.2785919999997,30.99,69.01,33.87,-2.88,0,0.10961907371882709,non_coal,non_mining
Chapman,81091,692.226508,1085.584292,1777.8108,38.94,61.06,41.84,-2.9,0,0,non_coal,non_mining
Oakleigh - Huntingdale,21326,3867.074577,5950.853631,9817.928208,39.39,60.61,42.3,-2.91,0,0.0318775900541919,non_coal,non_mining
Orange Region,11079,4972.701986,2179.394672,7152.096658,69.53,30.47,72.46,-2.93,0.05755947812739831,4.144282425172678,non_coal,mining
Glenroy,21438,2586.921873,6495.361109,9082.282982,28.48,71.52,31.41,-2.93,0,0.09257116408238834,non_coal,non_mining
Goodwood - Millswood,41023,4213.273173,4819.553219,9032.826391999999,46.64,53.36,49.57,-2.93,0,1.0548523206751055,non_coal,non_mining
Waitara - Wahroonga (West),11579,2561.962667,1666.754354,4228.7170209999995,60.58,39.42,63.53,-2.95,0.07168458781362007,0.23894862604540024,non_coal,non_mining
Nowra,11278,5016.482864,6010.822845,11027.305709,45.49,54.51,48.45,-2.96,0.14812620352540362,0.5628795733965339,non_coal,non_mining
Blackburn South,21162,2578.635615,2641.730114,5220.365729,49.4,50.6,52.38,-2.98,0,0.13547076089410703,non_coal,non_mining
Montmorency - Briar Hill,21202,4246.186553,5293.565156,9539.751709,44.51,55.49,47.49,-2.98,0,0.18243419338024497,non_coal,non_mining
Richmond (SA),41108,2591.47515,5450.700308,8042.175458000001,32.22,67.78,35.2,-2.98,0,0.584643367545797,non_coal,non_mining
Drummoyne - Rodd Point,11385,5372.824068,4446.913333,9819.737401,54.71,45.29,57.7,-2.99,0.05496317467296911,0.0989337144113444,non_coal,non_mining
Ashgrove,31132,3549.278631,3081.079945,6630.3585760000005,53.53,46.47,56.53,-3,0.45736205370315725,1.416347005016229,non_coal,non_mining
