SA1_7DIG16,state_ab,div_nm,v_lnp_sa1,v_alp_sa1,v_t_sa1,p_lnp_sa1,p_alp_sa1,swing
4102440,SA,Adelaide,95.22,113.8,209.01999999999998,45.55,54.45,-1.98
4102441,SA,Adelaide,87.05,107.8,194.85,44.67,55.33,-1.67
4102442,SA,Adelaide,77.03,70.96,147.99,52.05,47.95,-0.24
4102443,SA,Adelaide,93.65,86.53,180.18,51.98,48.02,-1.18
4102444,SA,Adelaide,148.1,167.8,315.9,46.89,53.11,-2.52
4102445,SA,Adelaide,79.02,93.09,172.11,45.91,54.09,-2.2
4102449,SA,Adelaide,136,123.3,259.3,52.45,47.55,-1.09
4102450,SA,Adelaide,72.34,65.05,137.39,52.65,47.35,-1.43
4102451,SA,Adelaide,118.1,148.8,266.9,44.25,55.75,-1.79
4102452,SA,Adelaide,99.45,121.3,220.75,45.04,54.96,-2.16
4102453,SA,Adelaide,66.64,76.1,142.74,46.69,53.31,-2.52
4103604,SA,Adelaide,94.23,137.3,231.53000000000003,40.71,59.29,4.35
4103605,SA,Adelaide,153.9,218.3,372.20000000000005,41.36,58.64,4.15
4103606,SA,Adelaide,50.24,93.35,143.59,34.99,65.01,2.8
4103607,SA,Adelaide,90.75,177.6,268.35,33.82,66.18,4.04
4103608,SA,Adelaide,68.4,131,199.4,34.31,65.69,6.39
4103609,SA,Adelaide,50.61,90.56,141.17000000000002,35.85,64.15,6.1
4103610,SA,Adelaide,134.8,242.2,377,35.75,64.25,5.82
4103611,SA,Adelaide,97.82,182.3,280.12,34.92,65.08,5.37
4103612,SA,Adelaide,86.24,157.3,243.54000000000002,35.41,64.59,4.61
4103613,SA,Adelaide,81.62,148.5,230.12,35.47,64.53,4.28
4103614,SA,Adelaide,81.17,131.4,212.57,38.18,61.82,3.82
4103615,SA,Adelaide,101.4,157.3,258.70000000000005,39.18,60.82,3.53
4103616,SA,Adelaide,150.2,231.6,381.79999999999995,39.35,60.65,3.3
4103617,SA,Adelaide,88.33,172.1,260.43,33.92,66.08,3.1
4103618,SA,Adelaide,94.13,197.8,291.93,32.24,67.76,2.96
4103619,SA,Adelaide,70.13,152,222.13,31.57,68.43,2.77
4103620,SA,Adelaide,103.7,206.7,310.4,33.41,66.59,2.8
4103621,SA,Adelaide,142.8,252.8,395.6,36.1,63.9,2.65
4103622,SA,Adelaide,111.2,201.2,312.4,35.59,64.41,2.43
4103623,SA,Adelaide,139.3,198.5,337.8,41.24,58.76,3.92
4103624,SA,Adelaide,117,166.1,283.1,41.34,58.66,4.86
4103625,SA,Adelaide,126.3,203.3,329.6,38.31,61.69,4.61
4103626,SA,Adelaide,116.5,179.6,296.1,39.34,60.66,4.26
4103627,SA,Adelaide,80.9,125.1,206,39.27,60.73,3.38
4103628,SA,Adelaide,125.8,199.7,325.5,38.64,61.36,4.04
4103629,SA,Adelaide,93.72,140.3,234.02,40.05,59.95,3.3
4103630,SA,Adelaide,102,151,253,40.32,59.68,3.18
4103631,SA,Adelaide,146.5,203.8,350.3,41.82,58.18,3.13
4103632,SA,Adelaide,110.3,155.7,266,41.47,58.53,3.81
4103633,SA,Adelaide,118,158.4,276.4,42.7,57.3,3
4103634,SA,Adelaide,124.5,157.3,281.8,44.17,55.83,2.15
4103635,SA,Adelaide,141.5,160.9,302.4,46.8,53.2,1.1
4103636,SA,Adelaide,148.7,178.8,327.5,45.41,54.59,1.39
4103637,SA,Adelaide,145.1,157.4,302.5,47.96,52.04,0.68
4103638,SA,Adelaide,91.76,100,191.76,47.85,52.15,0.81
4103639,SA,Adelaide,71.45,85.47,156.92000000000002,45.54,54.46,2.59
4103640,SA,Adelaide,137.7,160.4,298.1,46.19,53.81,1.88
4103641,SA,Adelaide,109.6,163.9,273.5,40.06,59.94,2.99
4103642,SA,Adelaide,156.4,205.2,361.6,43.26,56.74,2.16
4103643,SA,Adelaide,136.3,189.9,326.20000000000005,41.78,58.22,2.59
4103644,SA,Adelaide,104.5,154.7,259.2,40.31,59.69,2.35
4103646,SA,Adelaide,71.83,150,221.82999999999998,32.38,67.62,2.88
4103647,SA,Adelaide,0.24,0.68,0.92,26.45,73.55,3.05
4103649,SA,Adelaide,71.75,104.7,176.45,40.66,59.34,3.07
4103650,SA,Adelaide,33.53,66.47,100,33.53,66.47,3.41
4103718,SA,Adelaide,102.2,139.1,241.3,42.37,57.63,6.51
4103719,SA,Adelaide,104.4,149.6,254,41.09,58.91,6.95
4103720,SA,Adelaide,91.15,126.6,217.75,41.86,58.14,7.04
4103721,SA,Adelaide,107.4,155.9,263.3,40.79,59.21,7.09
4103725,SA,Adelaide,94.45,108.8,203.25,46.47,53.53,3.85
4103729,SA,Adelaide,113.3,135.2,248.5,45.6,54.4,4.1
4103730,SA,Adelaide,146,165.7,311.7,46.84,53.16,3.73
4103741,SA,Adelaide,134.2,166.8,301,44.58,55.42,4.97
4103743,SA,Adelaide,86.96,104.7,191.66,45.37,54.63,4.57
4103744,SA,Adelaide,75.82,87.96,163.77999999999997,46.29,53.71,3.98
4103746,SA,Adelaide,130,197.6,327.6,39.68,60.32,7.71
4103747,SA,Adelaide,132.7,195.4,328.1,40.45,59.55,7.69
4103752,SA,Adelaide,160.1,178,338.1,47.35,52.65,3.18
4103753,SA,Adelaide,236.7,269.3,506,46.78,53.22,3.27
4103755,SA,Adelaide,202.3,242.6,444.9,45.47,54.53,3.9
4103756,SA,Adelaide,95.23,112.8,208.03,45.77,54.23,4.23
4103758,SA,Adelaide,499.7,606.4,1106.1,45.17,54.83,3.2
4103759,SA,Adelaide,64.42,75.35,139.76999999999998,46.09,53.91,3.9
4103814,SA,Adelaide,181.2,226.5,407.7,44.45,55.55,4.32
4103815,SA,Adelaide,136.5,168.5,305,44.76,55.24,4.43
4103816,SA,Adelaide,120.2,147.4,267.6,44.91,55.09,4.52
4103817,SA,Adelaide,144.6,184.2,328.79999999999995,43.98,56.02,4.76
4103818,SA,Adelaide,105.2,131.1,236.3,44.51,55.49,4.06
4103824,SA,Adelaide,153.3,180,333.3,46,54,3.6
4103827,SA,Adelaide,134.7,148.1,282.79999999999995,47.64,52.36,2.47
4103828,SA,Adelaide,137.1,142.2,279.29999999999995,49.07,50.93,1.9
4103829,SA,Adelaide,164.6,194.1,358.7,45.88,54.12,3.56
4103832,SA,Adelaide,105.4,132.4,237.8,44.32,55.68,4.56
4103839,SA,Adelaide,84.14,105.5,189.64,44.37,55.63,4.3
4109115,SA,Adelaide,165,217.6,382.6,43.13,56.87,-0.55
4109116,SA,Adelaide,100.8,132.1,232.89999999999998,43.28,56.72,-0.86
4109301,SA,Adelaide,100.3,210,310.3,32.32,67.68,-2.59
4109302,SA,Adelaide,98.37,210.1,308.47,31.9,68.1,-2.81
4109303,SA,Adelaide,44.68,73.75,118.43,37.73,62.27,-1.82
4109304,SA,Adelaide,80.86,156.8,237.66000000000003,34.03,65.97,-1.01
4109305,SA,Adelaide,166.6,305.9,472.5,35.27,64.73,-2.19
4109306,SA,Adelaide,88.78,172,260.78,34.04,65.96,3.19
4109307,SA,Adelaide,121.5,222.1,343.6,35.36,64.64,1.72
4109308,SA,Adelaide,75.88,149.2,225.07999999999998,33.72,66.28,1.23
4109309,SA,Adelaide,77.88,141.7,219.57999999999998,35.46,64.54,1.29
4109310,SA,Adelaide,80.35,149.9,230.25,34.89,65.11,1.01
4109311,SA,Adelaide,99.32,188,287.32,34.57,65.43,1.27
4109312,SA,Adelaide,63.24,131.2,194.44,32.53,67.47,-2.74
4109313,SA,Adelaide,79.78,146.5,226.28,35.26,64.74,-1.76
4109314,SA,Adelaide,84.58,159.8,244.38,34.62,65.38,-2.25
4109315,SA,Adelaide,76.89,138.5,215.39,35.7,64.3,-1.78
4109316,SA,Adelaide,122.9,180.4,303.3,40.51,59.49,-1.13
4109317,SA,Adelaide,86.45,152.7,239.14999999999998,36.15,63.85,-2.26
4109318,SA,Adelaide,239.9,415.8,655.7,36.59,63.41,-2.44
4109319,SA,Adelaide,94.38,164.7,259.08,36.43,63.57,-1.82
4109320,SA,Adelaide,108.3,177.2,285.5,37.93,62.07,-1.84
4109321,SA,Adelaide,128.2,217.1,345.29999999999995,37.13,62.87,-2.29
4109322,SA,Adelaide,111.5,205.1,316.6,35.22,64.78,-2.3
4109323,SA,Adelaide,135.8,221.9,357.70000000000005,37.96,62.04,0.21
4109324,SA,Adelaide,99.03,163,262.03,37.79,62.21,0.07
4109325,SA,Adelaide,93.1,139,232.1,40.1,59.9,-0.01
4109326,SA,Adelaide,65.61,112.5,178.11,36.83,63.17,0.06
4109327,SA,Adelaide,122.5,223,345.5,35.45,64.55,1.72
4109328,SA,Adelaide,92.94,169.1,262.03999999999996,35.46,64.54,2.38
4109329,SA,Adelaide,72.85,137,209.85,34.71,65.29,0.06
4109330,SA,Adelaide,60.32,94.45,154.77,38.97,61.03,-0.36
4109331,SA,Adelaide,61.21,108.1,169.31,36.15,63.85,-1.84
4109332,SA,Adelaide,85.98,138.9,224.88,38.24,61.76,-0.44
4109333,SA,Adelaide,77.26,123.6,200.86,38.47,61.53,-0.6
4109334,SA,Adelaide,86.77,161.1,247.87,35,65,3.06
4109335,SA,Adelaide,121.8,227.8,349.6,34.84,65.16,1.89
4109336,SA,Adelaide,67.75,138.9,206.65,32.78,67.22,0.1
4109337,SA,Adelaide,76.75,153.5,230.25,33.34,66.66,2.35
4109338,SA,Adelaide,70.32,135.4,205.72,34.18,65.82,3.07
4109339,SA,Adelaide,90.53,148.9,239.43,37.82,62.18,0.03
4109340,SA,Adelaide,104.7,161.5,266.2,39.33,60.67,-0.1
