SA1_7DIG16,state_ab,div_nm,v_lnp_sa1,v_alp_sa1,v_t_sa1,p_lnp_sa1,p_alp_sa1,swing
2147918,VIC,Wannon,206,136,342,60.23,39.77,2.67
2147919,VIC,Wannon,190.9,131.8,322.70000000000005,59.17,40.83,3.02
2147920,VIC,Wannon,202.8,138.6,341.4,59.41,40.59,2.97
2147921,VIC,Wannon,182.3,119.9,302.20000000000005,60.33,39.67,2.65
2147922,VIC,Wannon,172.9,115.8,288.7,59.88,40.12,2.83
2147923,VIC,Wannon,156.8,109.3,266.1,58.93,41.07,2.79
2147924,VIC,Wannon,126,84.4,210.4,59.89,40.11,2.93
2147925,VIC,Wannon,156.1,104.6,260.7,59.88,40.12,2.92
2147926,VIC,Wannon,158.6,107.1,265.7,59.7,40.3,2.83
2147927,VIC,Wannon,179,125.9,304.9,58.7,41.3,2.91
2147928,VIC,Wannon,94.26,63.31,157.57,59.82,40.18,3.13
2147929,VIC,Wannon,219.1,146.7,365.79999999999995,59.9,40.1,2.84
2147930,VIC,Wannon,173.1,112.6,285.7,60.59,39.41,2.77
2147931,VIC,Wannon,201.6,135.3,336.9,59.83,40.17,2.74
2147932,VIC,Wannon,244.9,159.7,404.6,60.52,39.48,2.77
2147933,VIC,Wannon,196.1,134,330.1,59.4,40.6,2.89
2147934,VIC,Wannon,162.5,113.1,275.6,58.97,41.03,3.1
2147935,VIC,Wannon,172.6,114.1,286.7,60.2,39.8,2.73
2147936,VIC,Wannon,127,89.14,216.14,58.75,41.25,2.99
2147937,VIC,Wannon,190.4,129.1,319.5,59.59,40.41,2.93
2147938,VIC,Wannon,160,106.5,266.5,60.03,39.97,2.84
2147939,VIC,Wannon,104.4,70.16,174.56,59.8,40.2,2.96
2147940,VIC,Wannon,163.6,115.4,279,58.64,41.36,3.08
2147941,VIC,Wannon,106.7,71.75,178.45,59.79,40.21,2.73
2147942,VIC,Wannon,208.1,141.3,349.4,59.56,40.44,2.88
2147943,VIC,Wannon,455.2,303.8,759,59.98,40.02,2.84
2147944,VIC,Wannon,190.8,125.8,316.6,60.26,39.74,2.8
2147945,VIC,Wannon,142.3,96.84,239.14000000000001,59.51,40.49,2.85
2147946,VIC,Wannon,217.8,146.9,364.70000000000005,59.72,40.28,2.7
2147947,VIC,Wannon,124.6,82.94,207.54,60.03,39.97,2.8
2147948,VIC,Wannon,90.66,62.64,153.3,59.14,40.86,2.81
2147949,VIC,Wannon,194.6,130.5,325.1,59.85,40.15,2.75
2147950,VIC,Wannon,182.5,123.3,305.8,59.69,40.31,2.63
2147951,VIC,Wannon,120.6,81.08,201.68,59.8,40.2,2.88
2147952,VIC,Wannon,84.26,59.39,143.65,58.66,41.34,2.77
2147953,VIC,Wannon,133,93.74,226.74,58.65,41.35,2.99
2148001,VIC,Wannon,139,78.26,217.26,63.97,36.03,2.19
2148002,VIC,Wannon,165.2,114.1,279.29999999999995,59.15,40.85,2.98
2148003,VIC,Wannon,164,110.3,274.3,59.79,40.21,3.02
2148004,VIC,Wannon,104.8,73.18,177.98000000000002,58.89,41.11,3.14
2148005,VIC,Wannon,134.4,91.23,225.63,59.57,40.43,2.82
2148006,VIC,Wannon,205.4,137.3,342.70000000000005,59.94,40.06,3.08
2148007,VIC,Wannon,143.4,98.52,241.92000000000002,59.27,40.73,3.04
2148008,VIC,Wannon,114.8,80.56,195.36,58.76,41.24,3.09
2148009,VIC,Wannon,133,90.66,223.66,59.46,40.54,3.59
2148010,VIC,Wannon,135.5,92.11,227.61,59.52,40.48,3.01
2148011,VIC,Wannon,153.2,107.8,261,58.68,41.32,3.02
2148012,VIC,Wannon,191.5,133.2,324.7,58.98,41.02,3
2148013,VIC,Wannon,1.1,0.82,1.92,57.53,42.47,3.59
2148014,VIC,Wannon,1.06,0.86,1.92,55.13,44.87,5.13
2148015,VIC,Wannon,140,96.93,236.93,59.08,40.92,2.82
2148016,VIC,Wannon,181.1,125.1,306.2,59.13,40.87,3.2
2148017,VIC,Wannon,156.5,103.6,260.1,60.18,39.82,3.11
2148018,VIC,Wannon,179.8,124.5,304.3,59.08,40.92,2.92
2148019,VIC,Wannon,181.4,126.8,308.2,58.87,41.13,2.94
2148020,VIC,Wannon,150.3,103.8,254.10000000000002,59.15,40.85,2.98
2148021,VIC,Wannon,150.5,103.9,254.4,59.15,40.85,2.83
2148022,VIC,Wannon,129.5,91.2,220.7,58.68,41.32,3.22
2148023,VIC,Wannon,142.6,98.5,241.1,59.15,40.85,2.83
2148024,VIC,Wannon,202.3,141.4,343.70000000000005,58.85,41.15,2.99
2148025,VIC,Wannon,212.1,147.2,359.29999999999995,59.03,40.97,3.08
2148026,VIC,Wannon,163.4,110.6,274,59.64,40.36,2.95
2148027,VIC,Wannon,197,120.5,317.5,62.05,37.95,2.51
2148028,VIC,Wannon,187.1,108.3,295.4,63.35,36.65,2.1
2148029,VIC,Wannon,156.6,105.6,262.2,59.73,40.27,2.9
2148030,VIC,Wannon,140,96.86,236.86,59.1,40.9,3.44
2148031,VIC,Wannon,109.8,63.96,173.76,63.2,36.8,2.26
2148032,VIC,Wannon,48.28,30.85,79.13,61.02,38.98,2.72
2148033,VIC,Wannon,266.6,169.9,436.5,61.07,38.93,2.75
2148034,VIC,Wannon,114.9,78.9,193.8,59.3,40.7,3.1
2148035,VIC,Wannon,217.7,148.2,365.9,59.5,40.5,3.12
1141301,NSW,Warringah,133.1,125.2,258.3,51.53,48.47,-11.1
1141303,NSW,Warringah,148.9,141.5,290.4,51.28,48.72,-10.4
1141304,NSW,Warringah,182.6,175.9,358.5,50.94,49.06,-10.5
1141305,NSW,Warringah,116.1,111.6,227.7,50.99,49.01,-9.09
1141307,NSW,Warringah,139.4,133.2,272.6,51.13,48.87,-11.6
1141308,NSW,Warringah,86,81.7,167.7,51.28,48.72,-11.6
1141320,NSW,Warringah,118.4,110.4,228.8,51.75,48.25,-9.95
1141329,NSW,Warringah,185.6,188,373.6,49.69,50.31,-4.47
1141332,NSW,Warringah,176.5,163.7,340.2,51.87,48.13,-9.85
1141333,NSW,Warringah,152.4,144.5,296.9,51.32,48.68,-11.1
1141338,NSW,Warringah,168.3,156.7,325,51.78,48.22,-10.2
1141339,NSW,Warringah,98.14,95.68,193.82,50.63,49.37,-7.78
1141340,NSW,Warringah,106.9,106.6,213.5,50.08,49.92,-7.91
1141341,NSW,Warringah,156.9,152,308.9,50.79,49.21,-6.76
1141501,NSW,Warringah,103.5,83.52,187.01999999999998,55.35,44.65,-12.1
1141502,NSW,Warringah,111.6,90.13,201.73,55.31,44.69,-12.8
1141503,NSW,Warringah,190.7,153.2,343.9,55.46,44.54,-12.2
1141504,NSW,Warringah,115.5,93.87,209.37,55.17,44.83,-11.7
1141505,NSW,Warringah,129.9,108.7,238.60000000000002,54.45,45.55,-11.6
1141506,NSW,Warringah,158.7,128.5,287.2,55.25,44.75,-12.4
1141507,NSW,Warringah,127.2,97.05,224.25,56.73,43.27,-10.4
1141508,NSW,Warringah,182.6,143.9,326.5,55.92,44.08,-11.3
1141509,NSW,Warringah,164.9,130.2,295.1,55.88,44.12,-11.6
1141510,NSW,Warringah,3.08,2.58,5.66,54.41,45.59,-7.03
1141511,NSW,Warringah,171.3,131.4,302.70000000000005,56.58,43.42,-11
1141512,NSW,Warringah,153.4,124,277.4,55.3,44.7,-11.6
1141513,NSW,Warringah,166.9,133.7,300.6,55.52,44.48,-9.75
1141514,NSW,Warringah,158.8,126,284.8,55.76,44.24,-10.6
1141515,NSW,Warringah,126.3,105,231.3,54.61,45.39,-11.5
1141516,NSW,Warringah,118.5,98.94,217.44,54.49,45.51,-11
1141517,NSW,Warringah,170,137.5,307.5,55.29,44.71,-12.1
1141518,NSW,Warringah,212.4,172.1,384.5,55.24,44.76,-11.9
1141519,NSW,Warringah,108.1,83.36,191.45999999999998,56.46,43.54,-10.7
1141520,NSW,Warringah,141.5,112.2,253.7,55.76,44.24,-9.35
1141521,NSW,Warringah,199.7,161.5,361.2,55.28,44.72,-9.99
1141522,NSW,Warringah,188,155,343,54.82,45.18,-10.9
1141523,NSW,Warringah,175,140.3,315.3,55.5,44.5,-11.5
1141524,NSW,Warringah,96.36,76.33,172.69,55.8,44.2,-12.6
1141525,NSW,Warringah,200.4,160.7,361.1,55.5,44.5,-12.5
1141526,NSW,Warringah,152.4,128.5,280.9,54.25,45.75,-9.76
1141527,NSW,Warringah,162.8,135.7,298.5,54.54,45.46,-12
1141528,NSW,Warringah,129.4,103.9,233.3,55.47,44.53,-12.7
1141529,NSW,Warringah,144,116.5,260.5,55.27,44.73,-13.1
1141530,NSW,Warringah,226.7,191,417.7,54.27,45.73,-12
1141531,NSW,Warringah,195.6,155.5,351.1,55.71,44.29,-12.8
1141532,NSW,Warringah,195.2,155.9,351.1,55.6,44.4,-12.1
1141533,NSW,Warringah,194.1,155.4,349.5,55.54,44.46,-12.4
1141534,NSW,Warringah,80.14,61.97,142.11,56.39,43.61,-11.1
1141535,NSW,Warringah,227.8,191.5,419.3,54.33,45.67,-10.3
1141536,NSW,Warringah,199.7,170.7,370.4,53.91,46.09,-11.1
1141537,NSW,Warringah,20.24,17.15,37.39,54.12,45.88,-12.4
1141538,NSW,Warringah,138.6,109.2,247.8,55.93,44.07,-12.9
1141539,NSW,Warringah,175,140.6,315.6,55.45,44.55,-12.5
1141540,NSW,Warringah,165.6,132.5,298.1,55.55,44.45,-12.5
1141541,NSW,Warringah,257.6,207.5,465.1,55.38,44.62,-11.7
1141542,NSW,Warringah,212.2,166.4,378.6,56.05,43.95,-12.8
1141543,NSW,Warringah,198.8,160.6,359.4,55.31,44.69,-10.4
1141544,NSW,Warringah,118.2,93.96,212.16,55.7,44.3,-12.5
1141545,NSW,Warringah,160.3,130.8,291.1,55.07,44.93,-12.1
1141546,NSW,Warringah,190.2,160.5,350.7,54.24,45.76,-11.6
1141547,NSW,Warringah,100.9,84.64,185.54000000000002,54.38,45.62,-12.1
1141548,NSW,Warringah,108.7,88.52,197.22,55.11,44.89,-12.4
1141549,NSW,Warringah,158.9,128.9,287.8,55.21,44.79,-11.8
1141550,NSW,Warringah,92.9,73.31,166.21,55.89,44.11,-11.4
1141551,NSW,Warringah,123,98.61,221.61,55.51,44.49,-11.9
1141552,NSW,Warringah,188.8,154.9,343.70000000000005,54.93,45.07,-12.8
1141553,NSW,Warringah,158.6,130.2,288.79999999999995,54.93,45.07,-12.8
1141554,NSW,Warringah,128.4,102,230.4,55.73,44.27,-12.2
1141555,NSW,Warringah,112.2,92.69,204.89,54.75,45.25,-11.5
1141556,NSW,Warringah,159.5,126.8,286.3,55.7,44.3,-10.9
1141557,NSW,Warringah,91.02,74.34,165.36,55.04,44.96,-12.4
1141558,NSW,Warringah,192.5,153.6,346.1,55.62,44.38,-12.6
1141559,NSW,Warringah,136.5,106.7,243.2,56.13,43.87,-11.7
1141560,NSW,Warringah,213.7,170.3,384,55.65,44.35,-11.7
1141561,NSW,Warringah,144.8,115.1,259.9,55.7,44.3,-12.4
1141562,NSW,Warringah,136,109.4,245.4,55.42,44.58,-12.2
1141563,NSW,Warringah,121.6,98.21,219.81,55.31,44.69,-12.4
1141565,NSW,Warringah,98.42,79.04,177.46,55.46,44.54,-11.8
1141566,NSW,Warringah,159.6,126.7,286.3,55.76,44.24,-11.8
1141567,NSW,Warringah,85.23,68.9,154.13,55.3,44.7,-12.3
1141568,NSW,Warringah,97.63,76.25,173.88,56.15,43.85,-12.1
1141569,NSW,Warringah,106.3,85.23,191.53,55.49,44.51,-12.4
1141570,NSW,Warringah,101.3,80.13,181.43,55.84,44.16,-13
1141571,NSW,Warringah,89.35,75.92,165.26999999999998,54.06,45.94,-11.4
1141602,NSW,Warringah,154.8,151.5,306.3,50.54,49.46,-12.1
1141603,NSW,Warringah,107.3,108.8,216.1,49.67,50.33,-8.7
1141605,NSW,Warringah,159.8,152.2,312,51.21,48.79,-11.7
1141606,NSW,Warringah,161.8,165.9,327.70000000000005,49.37,50.63,-12.2
1141609,NSW,Warringah,150.1,149.7,299.79999999999995,50.07,49.93,-11.6
1141611,NSW,Warringah,85.37,86.92,172.29000000000002,49.55,50.45,-11
1141614,NSW,Warringah,220.3,204.9,425.20000000000005,51.81,48.19,-10.5
1141615,NSW,Warringah,211.3,208.2,419.5,50.36,49.64,-10.5
1141616,NSW,Warringah,88.33,86.15,174.48000000000002,50.62,49.38,-11.4
1141617,NSW,Warringah,179,170,349,51.29,48.71,-11.4
1141618,NSW,Warringah,163,160.1,323.1,50.46,49.54,-11.6
1141627,NSW,Warringah,154.7,152.1,306.79999999999995,50.42,49.58,-11
1141628,NSW,Warringah,139.6,141.9,281.5,49.59,50.41,-4.08
1141629,NSW,Warringah,175.8,182.1,357.9,49.11,50.89,-10
1141632,NSW,Warringah,46.32,45.8,92.12,50.29,49.71,-9.62
1141633,NSW,Warringah,141.7,144.2,285.9,49.55,50.45,-12.6
1141634,NSW,Warringah,62.9,63.98,126.88,49.57,50.43,-9.4
1141635,NSW,Warringah,198.1,191.9,390,50.79,49.21,-11.2
1141637,NSW,Warringah,60.25,62.44,122.69,49.1,50.9,-12.1
1141801,NSW,Warringah,157.4,137.2,294.6,53.43,46.57,-9.65
1141803,NSW,Warringah,162.5,160.8,323.3,50.26,49.74,-9.03
1141804,NSW,Warringah,190.3,161.3,351.6,54.12,45.88,-12
1141805,NSW,Warringah,138.9,131.4,270.3,51.39,48.61,-9.45
1141806,NSW,Warringah,210.6,190.8,401.4,52.47,47.53,-8.62
1141808,NSW,Warringah,180,155.7,335.7,53.61,46.39,-8.4
1141809,NSW,Warringah,151.6,134,285.6,53.09,46.91,-8.36
1141810,NSW,Warringah,99.81,90.48,190.29000000000002,52.45,47.55,-12.2
1141811,NSW,Warringah,143.5,124,267.5,53.66,46.34,-12
1141812,NSW,Warringah,205.4,173.1,378.5,54.27,45.73,-12.8
1141813,NSW,Warringah,168.4,143.5,311.9,53.99,46.01,-12.2
1141814,NSW,Warringah,121.3,103.1,224.39999999999998,54.06,45.94,-12.4
1141815,NSW,Warringah,195.7,170.4,366.1,53.45,46.55,-8.48
1141816,NSW,Warringah,129.4,113.3,242.7,53.33,46.67,-8.76
1141817,NSW,Warringah,180.8,156.5,337.3,53.59,46.41,-9.67
1141818,NSW,Warringah,164.1,142,306.1,53.6,46.4,-10.1
1141819,NSW,Warringah,185.4,163.8,349.20000000000005,53.1,46.9,-9.79
1141820,NSW,Warringah,159.1,139.5,298.6,53.28,46.72,-10.5
1141821,NSW,Warringah,140.2,121.8,262,53.5,46.5,-12.1
1141822,NSW,Warringah,149.3,130.4,279.70000000000005,53.36,46.64,-8.28
1141823,NSW,Warringah,193.7,192.2,385.9,50.19,49.81,-10.5
1141827,NSW,Warringah,171.3,150.6,321.9,53.21,46.79,-11.8
1141828,NSW,Warringah,155.7,139.1,294.79999999999995,52.82,47.18,-10.9
1141829,NSW,Warringah,160.4,143.1,303.5,52.85,47.15,-11
1141830,NSW,Warringah,186.9,161.6,348.5,53.64,46.36,-11.7
1141831,NSW,Warringah,87.28,100.4,187.68,46.51,53.49,-10.7
1141832,NSW,Warringah,161.3,175.6,336.9,47.88,52.12,-9.8
1141833,NSW,Warringah,82.67,80.34,163.01,50.72,49.28,-8.59
1141834,NSW,Warringah,221.7,213.7,435.4,50.92,49.08,-7.28
1141835,NSW,Warringah,143.6,134.5,278.1,51.63,48.37,-9.62
1141836,NSW,Warringah,171.5,146.6,318.1,53.91,46.09,-11.4
1141837,NSW,Warringah,102.2,85.01,187.21,54.59,45.41,-12.3
1141838,NSW,Warringah,200.9,165.6,366.5,54.82,45.18,-12.6
1141839,NSW,Warringah,199.8,165.3,365.1,54.73,45.27,-12.9
1141840,NSW,Warringah,172.8,142.5,315.3,54.81,45.19,-12.3
1141841,NSW,Warringah,221.6,189.5,411.1,53.91,46.09,-12.1
1141843,NSW,Warringah,79.65,85.92,165.57,48.11,51.89,-10.1
1141844,NSW,Warringah,216.4,209.6,426,50.8,49.2,-9.03
1141845,NSW,Warringah,67.56,67.2,134.76,50.13,49.87,-10.7
1141846,NSW,Warringah,72.28,64.26,136.54000000000002,52.94,47.06,-8.72
1141847,NSW,Warringah,132.4,118.4,250.8,52.79,47.21,-8.8
1141848,NSW,Warringah,127.4,140.1,267.5,47.63,52.37,-10.4
1141849,NSW,Warringah,148.7,142.1,290.79999999999995,51.14,48.86,-10.9
1141850,NSW,Warringah,91.67,96.33,188,48.76,51.24,-10.4
1141901,NSW,Warringah,129,137.4,266.4,48.42,51.58,-11.4
1141902,NSW,Warringah,160.6,167.7,328.29999999999995,48.91,51.09,-11.4
1141903,NSW,Warringah,160.4,173.9,334.3,47.99,52.01,-12.1
1141904,NSW,Warringah,92,99.66,191.66,48,52,-11.7
1141905,NSW,Warringah,158.7,161.3,320,49.6,50.4,-10.4
1141906,NSW,Warringah,158.3,169,327.3,48.37,51.63,-9.87
1141907,NSW,Warringah,113.9,120.6,234.5,48.56,51.44,-9.72
1141908,NSW,Warringah,132.2,143.4,275.6,47.96,52.04,-9.06
1141909,NSW,Warringah,110.5,126.1,236.6,46.69,53.31,-13
1141910,NSW,Warringah,158,163.7,321.7,49.11,50.89,-12.3
1141911,NSW,Warringah,62.41,69.1,131.51,47.46,52.54,-12.3
1141912,NSW,Warringah,139.8,150.8,290.6,48.1,51.9,-11.6
1141913,NSW,Warringah,71.46,77.7,149.16,47.91,52.09,-8.46
1141914,NSW,Warringah,95.7,100.6,196.3,48.74,51.26,-9.32
1141915,NSW,Warringah,103.2,105.3,208.5,49.5,50.5,-9.51
1141916,NSW,Warringah,129.6,138.6,268.2,48.33,51.67,-11.6
1141917,NSW,Warringah,194.6,204.5,399.1,48.76,51.24,-11.4
1141918,NSW,Warringah,171.7,179.1,350.79999999999995,48.94,51.06,-10.7
1141919,NSW,Warringah,130.1,140.8,270.9,48.03,51.97,-10.8
1141920,NSW,Warringah,135.8,145.6,281.4,48.27,51.73,-10.7
1141921,NSW,Warringah,135.5,149.4,284.9,47.57,52.43,-11.8
1141922,NSW,Warringah,132.8,140.1,272.9,48.65,51.35,-12.1
1141923,NSW,Warringah,115,124.7,239.7,47.97,52.03,-9.8
1141924,NSW,Warringah,162.8,175.2,338,48.17,51.83,-12.9
1141925,NSW,Warringah,111.8,118.2,230,48.62,51.38,-12.3
1141926,NSW,Warringah,147.6,154.9,302.5,48.79,51.21,-11.8
1141927,NSW,Warringah,125.4,128.3,253.70000000000002,49.43,50.57,-11.4
1141928,NSW,Warringah,129.8,137.2,267,48.62,51.38,-12.1
1141929,NSW,Warringah,136.1,137.5,273.6,49.75,50.25,-10.6
1141930,NSW,Warringah,72.91,74.98,147.89,49.3,50.7,-11.7
1141931,NSW,Warringah,116.1,116.6,232.7,49.89,50.11,-10.2
1141932,NSW,Warringah,181.7,186.6,368.29999999999995,49.34,50.66,-11.1
1141933,NSW,Warringah,168.5,174.9,343.4,49.07,50.93,-11.2
1141934,NSW,Warringah,156.9,158.5,315.4,49.74,50.26,-10
1141935,NSW,Warringah,117.1,116.8,233.89999999999998,50.06,49.94,-9.92
1141936,NSW,Warringah,148.2,153.7,301.9,49.09,50.91,-12.8
1141937,NSW,Warringah,175.5,174.2,349.7,50.18,49.82,-8.61
1141938,NSW,Warringah,185.4,196.4,381.8,48.56,51.44,-11.5
1141939,NSW,Warringah,41.7,40.24,81.94,50.89,49.11,-6.2
1141940,NSW,Warringah,146.1,151.8,297.9,49.05,50.95,-10.6
1141941,NSW,Warringah,119.6,127.7,247.3,48.35,51.65,-10.9
1141942,NSW,Warringah,4.31,5.19,9.5,45.36,54.64,-11.8
1141943,NSW,Warringah,167.1,188.5,355.6,47,53,-10.6
1141944,NSW,Warringah,134.2,147.2,281.4,47.69,52.31,-10.8
1141945,NSW,Warringah,171.6,192.3,363.9,47.15,52.85,-12.8
1141946,NSW,Warringah,111.4,118.6,230,48.42,51.58,-12.6
1141947,NSW,Warringah,159.3,165.2,324.5,49.09,50.91,-11.7
1141948,NSW,Warringah,143.5,157.1,300.6,47.74,52.26,-12.1
1142401,NSW,Warringah,186.4,156.2,342.6,54.41,45.59,-6.19
1142402,NSW,Warringah,141.7,118.7,260.4,54.4,45.6,-6.16
1142407,NSW,Warringah,142.8,119.9,262.70000000000005,54.37,45.63,-4.54
1142408,NSW,Warringah,145.5,122.4,267.9,54.31,45.69,-5.42
1142409,NSW,Warringah,176.9,162.9,339.8,52.07,47.93,-6.42
1142410,NSW,Warringah,187.3,168.7,356,52.61,47.39,-6.14
1142411,NSW,Warringah,134.4,116.5,250.9,53.58,46.42,-6.39
1142429,NSW,Warringah,129.3,124.6,253.9,50.94,49.06,-6.45
1142430,NSW,Warringah,83.98,80.94,164.92000000000002,50.92,49.08,-6.03
1142601,NSW,Warringah,180.9,172.8,353.70000000000005,51.15,48.85,-6.79
1142602,NSW,Warringah,211.1,205.2,416.29999999999995,50.71,49.29,-5.36
1142603,NSW,Warringah,148.4,146.2,294.6,50.37,49.63,-5.73
1142608,NSW,Warringah,156.4,150.2,306.6,51.02,48.98,-6.66
1142609,NSW,Warringah,62.46,61.22,123.68,50.5,49.5,-6.99
1142612,NSW,Warringah,144.8,141.7,286.5,50.55,49.45,-6.92
1142613,NSW,Warringah,79.13,77.13,156.26,50.64,49.36,-7.85
1142615,NSW,Warringah,125.4,119.5,244.9,51.21,48.79,-8.22
1142616,NSW,Warringah,193.1,183.3,376.4,51.3,48.7,-7.08
1142617,NSW,Warringah,68.45,65.03,133.48000000000002,51.28,48.72,-6.78
1142618,NSW,Warringah,61.5,60.05,121.55,50.6,49.4,-6.92
1142619,NSW,Warringah,51.13,50.94,102.07,50.09,49.91,-6.84
1142620,NSW,Warringah,120.4,117.8,238.2,50.56,49.44,-7.39
1142621,NSW,Warringah,108.8,105.1,213.89999999999998,50.85,49.15,-6.96
1142622,NSW,Warringah,117.4,118.1,235.5,49.85,50.15,-5.73
1142632,NSW,Warringah,170.4,170.1,340.5,50.04,49.96,-6.49
1142633,NSW,Warringah,146.2,148.9,295.1,49.54,50.46,-5.99
1142634,NSW,Warringah,101,97.59,198.59,50.86,49.14,-7.97
1142635,NSW,Warringah,95.55,89.21,184.76,51.71,48.29,-6.52
1142643,NSW,Warringah,9.14,8.61,17.75,51.48,48.52,-6.87
1142647,NSW,Warringah,103.6,99.21,202.81,51.08,48.92,-7.51
1142648,NSW,Warringah,157.4,149,306.4,51.36,48.64,-7.56
1142649,NSW,Warringah,187.1,175.9,363,51.54,48.46,-8.01
1142650,NSW,Warringah,129.7,121.8,251.5,51.57,48.43,-8.34
1142651,NSW,Warringah,114.5,112.2,226.7,50.49,49.51,-7.68
1142652,NSW,Warringah,178.6,169.7,348.29999999999995,51.27,48.73,-7.96
1142701,NSW,Warringah,151.6,105.9,257.5,58.87,41.13,0.29
1142703,NSW,Warringah,98.06,74.71,172.76999999999998,56.76,43.24,-2.96
1142707,NSW,Warringah,102.5,71.65,174.15,58.86,41.14,-0.95
1142708,NSW,Warringah,130.4,98.08,228.48000000000002,57.08,42.92,-3.91
1142709,NSW,Warringah,217.1,158.3,375.4,57.84,42.16,-2.3
1142710,NSW,Warringah,93.77,67.45,161.22,58.16,41.84,-1.64
1142712,NSW,Warringah,145.5,96.86,242.36,60.04,39.96,1.05
1142713,NSW,Warringah,126.1,91.77,217.87,57.88,42.12,-2.39
1142714,NSW,Warringah,144.9,105.9,250.8,57.77,42.23,-0.66
1142715,NSW,Warringah,96.96,73.14,170.1,57,43,-3.43
1142723,NSW,Warringah,83.23,57.86,141.09,58.99,41.01,-1.02
1142726,NSW,Warringah,154,117.4,271.4,56.74,43.26,-3.03
1142727,NSW,Warringah,115.1,86.82,201.92,57.01,42.99,-4.7
1142728,NSW,Warringah,139.7,104.5,244.2,57.2,42.8,-1.89
1142729,NSW,Warringah,168,127.8,295.8,56.79,43.21,-3.13
1142732,NSW,Warringah,109.6,82.07,191.67,57.19,42.81,-3.26
1142734,NSW,Warringah,117.5,87.56,205.06,57.3,42.7,-3.72
1142735,NSW,Warringah,178.2,122.9,301.1,59.2,40.8,-0.43
1142736,NSW,Warringah,161.5,110.7,272.2,59.34,40.66,0.47
1142737,NSW,Warringah,145,103.4,248.4,58.38,41.62,-0.62
1142738,NSW,Warringah,157.8,108.8,266.6,59.18,40.82,1.63
1142804,NSW,Warringah,202.7,146.9,349.6,57.99,42.01,1.08
1142805,NSW,Warringah,153,111.1,264.1,57.94,42.06,2.58
1142829,NSW,Warringah,124,89.4,213.4,58.1,41.9,2.04
1142830,NSW,Warringah,173.3,122,295.3,58.7,41.3,1.77
1142831,NSW,Warringah,156.2,113.1,269.29999999999995,57.99,42.01,5.52
1142861,NSW,Warringah,0.97,0.91,1.88,51.57,48.43,-5.9
1142901,NSW,Warringah,142.1,141.5,283.6,50.1,49.9,-8.62
1142902,NSW,Warringah,138.2,146.8,285,48.49,51.51,-8.55
1142903,NSW,Warringah,119.2,121.6,240.8,49.51,50.49,-8.26
1142904,NSW,Warringah,110.5,112.7,223.2,49.51,50.49,-10.9
1142905,NSW,Warringah,171.1,163.9,335,51.07,48.93,3.4
1142906,NSW,Warringah,167.7,168.3,336,49.91,50.09,-7.37
1142907,NSW,Warringah,85.53,86.36,171.89,49.76,50.24,-10
1142908,NSW,Warringah,176.9,177.5,354.4,49.91,50.09,-7.28
1142909,NSW,Warringah,176.5,178.6,355.1,49.71,50.29,-4.19
1142910,NSW,Warringah,82.44,87.78,170.22,48.43,51.57,-8.59
1142911,NSW,Warringah,108.1,106,214.1,50.49,49.51,-5.33
1142912,NSW,Warringah,145.3,150.8,296.1,49.07,50.93,-9.04
1142913,NSW,Warringah,123,128.8,251.8,48.85,51.15,-8.36
1142914,NSW,Warringah,214.3,217.8,432.1,49.6,50.4,-7.26
1142915,NSW,Warringah,71.96,74.61,146.57,49.1,50.9,-8.53
1142916,NSW,Warringah,112.8,115.4,228.2,49.43,50.57,-10.6
1142917,NSW,Warringah,181.6,181,362.6,50.08,49.92,-7.26
1142918,NSW,Warringah,0.95,0.94,1.89,50.27,49.73,-10
1142919,NSW,Warringah,57.52,53.18,110.7,51.96,48.04,-5.05
1142920,NSW,Warringah,75.93,68.18,144.11,52.69,47.31,-5.85
1142921,NSW,Warringah,131.5,129.8,261.3,50.32,49.68,-6.29
1142922,NSW,Warringah,128,128.6,256.6,49.88,50.12,-7.45
1142923,NSW,Warringah,138.5,145.4,283.9,48.79,51.21,-10.1
1142924,NSW,Warringah,69.67,74.66,144.32999999999998,48.27,51.73,-10.4
1142925,NSW,Warringah,81.79,83.94,165.73000000000002,49.35,50.65,-7.83
1142926,NSW,Warringah,87.52,91.15,178.67000000000002,48.98,51.02,-8.92
1142927,NSW,Warringah,109.8,113.7,223.5,49.12,50.88,-7.94
1142928,NSW,Warringah,85.84,94.64,180.48000000000002,47.56,52.44,-10.2
1142929,NSW,Warringah,236.8,223,459.8,51.5,48.5,-5.88
1142930,NSW,Warringah,19.73,18.76,38.49,51.25,48.75,-5.03
1142931,NSW,Warringah,149.7,157.3,307,48.76,51.24,-8.5
1142932,NSW,Warringah,161.6,178.5,340.1,47.51,52.49,-8.87
1142933,NSW,Warringah,243.6,228.4,472,51.61,48.39,-5.57
1142934,NSW,Warringah,67.49,68,135.49,49.81,50.19,-3.97
1142936,NSW,Warringah,96.96,107.1,204.06,47.51,52.49,-8.72
1142937,NSW,Warringah,131.3,130.7,262,50.13,49.87,-1.61
1142938,NSW,Warringah,114.5,109.8,224.3,51.05,48.95,-6.18
1142939,NSW,Warringah,98.99,96.9,195.89,50.53,49.47,-6.47
1142940,NSW,Warringah,173.9,171.1,345,50.41,49.59,-4.97
1142941,NSW,Warringah,161.4,159,320.4,50.38,49.62,-8.44
